SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
200,Zunera Durrani,Saaleh Abdul Hannan Durrani,1,Ho. no. 386 Street No. 71  Bhawalpur,2-Jan-79,25-Aug-02,A,C,M.Sc
201,Jamil Ansary,Sh. Haseen Ansary,0,h#  700 St. No. 67 Mujahid block Kharian,4-Feb-78,29-Aug-02,A,C,M.Phil
202,Sh. Abdur Raziq Sehti,Agha Sahir Sehti,0,House #  15 st. #  62 Bakra mandi Bahawalpur,4-Oct-78,3-Aug-02,A,C,BE
203,Asia Ajmal,Ajmal Kabir,1,H# 561 street no.57  Jalabad Dera ghazi khan,7-Jul-78,6-Aug-02,A,C,M.Phil
204,Ramzan Moeen,Moeen Tahir,0,house # 876 street no.21  Sherazia coloney Multan,7-Jul-78,9-Aug-02,A,C,BE
205,Hala Chatta,Nabeel Chatta,1,House No.191 Street # 16  Lohi pura Wazirabad,9-Mar-80,13-Aug-02,A,C,BS
206,Mohammed Tipo Baig,Bashir Tahir Baig,0,Ho. # 737 s# 11  Pakistan hostel Sargodha,9-Dec-80,16-Aug-02,A,C,MSc
207,Najum Khan,Raja Hussain Khan,0,house no.52 s# 7  Dhamiyal Pindi Bhatian,11-Dec-80,19-Aug-02,A,C,BS
208,Maryyum Jaffery,Mouhammad Zubair Jaffery,1,ho. #  366 street #  70 Dehri Kharian,14-Sep-80,22-Aug-02,A,C,MSc
209,Pervaiz Mehmood,Mehmood Mustafa,0,Ho. No. 913 S No. 65 Hospital road Melsi,14-May-79,26-Aug-02,A,C,M.Sc
210,Firdous Minhas,Qutab Minhas,0,H No. 227 S No. 61 Cantt. road D.I. Khan,16-May-79,29-Aug-02,A,C,MS
211,Noor Naeem Nazir Khattak,Naeem Nazir Khattak,1,Ho. no. 542 St. No. 56 Landi Gujrawala,16-Feb-79,3-Aug-02,A,C,M.Sc
212,Qasim Nadir Minhas,Kaleem Salim Minhas,0,h no. 89 st. #  19 Taj abad Wazirabad,18-Oct-79,6-Aug-02,A,C,MS
213,Viqar-ul-Islam Sehti,Rana Sohail Sehti,0,House #  403 s no. 14 Shakrial Sahiwal,18-Nov-78,10-Aug-02,A,C,BE
214,Bushra Arsalan,Arsalan Yaar Muhammad,1,H# 718 street no.10  Jalsa gha Kabirwala,21-Jul-78,13-Aug-02,A,C,M.Phil
215,Qudoos Athar,Athar Faizan,0,house # 32 Street # 73  Karnianwala Shekhopura,21-Mar-78,16-Aug-02,A,C,BE
216,Nazir Atif Chatta,Moeen Chatta,0,h# 579 St. # 68  Karimabad Melsi,23-Apr-78,19-Aug-02,A,C,M.Phil
217,Gul Kiyyani,Abdur Rasheed Yaseen Kiyyani,0,Ho. # 893 s# 64  Factory road Dera Ismail Khan,23-Dec-80,23-Aug-02,A,C,MSc
218,Moeen Bakht Chatta,Mohammed Abdul Hannan Chatta,0,house no.208 street # 59  Garrizon Gujrat,25-Sep-80,26-Aug-02,A,C,BS
219,Nazma Kiyyani,Shk. Zamir Kiyyani,1,ho. # 755 street # 22  Ramzania Faisalabad,27-Sep-80,29-Aug-02,A,C,MSc
220,Ajmal Shams-ul-Islam,Shams-ul-Islam Ibraheem,0,Ho. No. 69 S No. 18 Pind dadu Bhawalpur,28-May-79,4-Aug-02,A,C,M.Sc
221,Rehmat Kazmi,Siraj Kazmi,0,H No. 384 St. No. 13 Bara qabrustan Jehlum,1-Feb-79,7-Aug-02,A,C,MS
222,Rukshanda Ejaz Asif Qureshi,Ejaz Asif Qureshi,1,Ho. no. 930 St. No. 8 Niazi town Abdul Hakim,1-Feb-79,10-Aug-02,A,C,M.Sc
223,Mohammad Rayyan Minhas,Sahir Shabi Minhas,0,h no. 245 s no. 72 Shuakat coloney D.G. Khan,3-Nov-79,13-Aug-02,A,C,MS
224,Ahmed Daniyal Niazi,Sheik Kabir Niazi,0,House #  559 street no. 67 Khasra Multan,3-Jul-78,17-Aug-02,A,C,BE
225,Ambreen Aslam,Aslam Shariq,1,H#  106 street no. 62 Buliyan wali LalaMusa,5-Jul-78,20-Aug-02,A,C,M.Phil
226,Sheik Niaz Awan,Muneer Awan,0,house # 421 St. # 58  Dak ghar Sialkot,6-Apr-78,23-Aug-02,A,C,BE
