SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
3200,Choudhary Abdul Qadir Minhas,Viqar Minhas,0,House No.117 St. no.41  Malik abad Bahawalpur,,20-Aug-02,A,I,F.Sc.
3201,Sadaf Niazi,Uhad Abid Niazi,1,Ho. # 432 street # 4  Nai abadi Dera ghazi khan,19-Sep-84,23-Aug-02,A,I,Fsc
3202,Ayyaz Nadeem Minhas,Mouhammed Danish Minhas,0,Ho. no.978 S No.99  Karki Gujrawala,21-May-83,27-Aug-02,A,I,A level
3203,Tipu Sohail,Sohail Ehsan,0,h no.293 St. No.95  Koral Wazirabad,21-Feb-83,1-Aug-02,A,I,HSSC
3204,Eman Sarwar,Sarwar Momin,1,Ho. No.607 St. No.58  Daniyaal town Sargodha,23-Feb-83,4-Aug-02,A,I,A level
3205,Alam Awan,Arshad Awan,0,H No.154 s no.53  Haider road Pindi Bhatian,23-Nov-83,7-Aug-02,A,I,HSSC
3206,Shabeer Shaukat Namani,Nazeer Yaseen Namani,0,house #  468 street no. 48 Byaar Shekhopura,26-Jul-82,11-Aug-02,A,I,FSc
3207,Atra Kiyyani,Mouhammad Adnan Kiyyani,1,h#  783 street no. 44 Doley shah Melsi,28-Jul-82,14-Aug-02,A,I,A-Level
3208,Latif Baber Namani,Sh. Shan Namani,0,House #  330 St. #  7 Railway line D.I. Khan,28-Apr-82,17-Aug-02,A,I,FSc
3209,Siraj Abdul Hannan,Abdul Hannan Mudassir,0,H#  644 s#  2 Farooqia Gujrawala,1-Dec-82,20-Aug-02,A,I,A-Level
3210,Sageer Qureshi,Tufail Qureshi,0,ho. #  959 Street No. 98 Kotlia Faisalabad,1-Jan-84,24-Aug-02,A,I,Fsc
3211,Sahibzada Munir Kazmi,Muaz Ahmad Kazmi,0,House No. 505 street #  93 Saidpur road Sahiwal,3-Sep-84,27-Aug-02,A,I,F.Sc.
3212,Samia Haseeb Najeeb Qureshi,Haseeb Najeeb Qureshi,1,Ho. # 820 S No.56  Chittian hattian Kabirwala,4-May-84,1-Aug-02,A,I,Fsc
3213,Nawabzada Abdus Sammi Ismaili,Mouhammed Shakeel Ismaili,0,house no.134 S# 52  Odean chowk Shekhopura,6-Jun-84,4-Aug-02,A,I,F.Sc.
3214,Qasim Zishan,Zishan Shujaat,0,h no.449 St. No.47  Farman block D.G. Khan,6-Feb-83,8-Aug-02,A,I,HSSC
3215,Kainat Shahroze,Shahroze Mukhtar,1,Ho. No.996 s no.42  Mitran walia Dera Ismail Khan,8-Nov-83,11-Aug-02,A,I,A level
3216,Saaleh Awan,Islam Awan,0,H No.310 s no.6  Chand mari Gujrat,8-Nov-83,14-Aug-02,A,I,HSSC
3217,Aga Noor Haqq,Shabi Raza Haqq,0,Ho. no.625 street no.1  Basti Faisalabad,10-Jul-83,17-Aug-02,A,I,A level
3218,Rukshanda Shk. Immad Paracha,Shk. Immad Paracha,1,h#  171 St. #  96 Kamalia Bhawalpur,13-Apr-82,21-Aug-02,A,I,A-Level
3219,Ghulam Mustafa Yasin Namani,Syed Abdus Sammi Namani,0,House #  486 St. #  60 Purani Taal Jehlum,13-Apr-82,24-Aug-02,A,I,FSc
3220,Ismail Zahid,Zahid Mekail,0,H#  800 Street No. 55 City Road Abdul Hakim,15-Jan-82,27-Aug-02,A,I,A-Level
3221,Sh. Annan Namani,Viqar Namani,0,ho. #  347 street #  50 Kumria Dera ghazi khan,15-Sep-84,2-Aug-02,A,I,Fsc
3222,Nabeel Khanzada,Khurshid Tanveer Khanzada,0,House No. 662 street #  45 Illyas abad Multan,17-Sep-84,5-Aug-02,A,I,F.Sc.
3223,Shamim Usmani,Danish Tabraiz Usmani,1,Ho. #  976 S#  9 Bunkhar gali LalaMusa,17-Jun-84,8-Aug-02,A,I,Fsc
3224,Abdul Wasay Khanzada,Agha Ehsan Khanzada,0,house no.523 St. No.4  Eid gha Sialkot,20-Feb-84,11-Aug-02,A,I,F.Sc.
3225,Moeen Ghulam Mustafa,Ghulam Mustafa Aqeel,0,h no.837 Street # 99  Muzafar shah Pindi Bhatian,20-Mar-83,15-Aug-02,A,I,HSSC
3226,Maheera Amjad Ismaili,Amjad Ismaili,1,Ho. No.152 s no.95  Lakhan Kharian,22-Nov-83,18-Aug-02,A,I,A level
3227,Momd. Shakir Hussaini,Jameel Hussaini,0,H No.698 street no.58  College road Bahawalpur,22-Jul-83,21-Aug-02,A,I,HSSC
3228,Azmat Haque,Adnan Kamran Haque,0,Ho. no.13 St. no.53  Malik abad Dera ghazi khan,24-Aug-83,24-Aug-02,A,I,A level
3229,Midhat Raja Mujtaba Paracha,Raja Mujtaba Paracha,1,h#  328 St. #  49 Purana shehar Gujrawala,27-Apr-82,28-Aug-02,A,I,A-Level
3230,Daniyal Haque,Mouhammad Mudassir Haque,0,House #  642 Street No. 44 Karki Wazirabad,27-Jan-82,2-Aug-02,A,I,FSc
3231,Momin Zarar,Zarar Shabir,0,H#  189 Street No. 7 Koral Sargodha,29-Jan-82,5-Aug-02,A,I,A-Level
3232,Rahat Qasim Zaidi,Qasim Zaidi,1,house #  503 st. #  3 Daniyaal town Pindi Bhatian,29-Oct-82,8-Aug-02,A,I,FSc
3233,Momin Rabbi Butt,Obaid Abdul Qadir Butt,0,House No. 818 S#  98 Saat meel Shekhopura,2-Jun-84,12-Aug-02,A,I,F.Sc.
3234,Rubina Usmani,Shakeel Talha Usmani,1,Ho. #  364 S#  61 Byaar Melsi,2-Jun-84,15-Aug-02,A,I,Fsc
3235,Rafi Kharasani,Rana Shujaat Kharasani,0,house no.679 Street # 57  Doley shah D.I. Khan,5-Mar-84,18-Aug-02,A,I,F.Sc.
