SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
1600,Sehar Shariq,Shariq Shan,1,Ho. no. 870 St. No. 39 Deinga Faisalabad,28-Feb-79,15-Aug-98,A,C,A level
1601,Muazzum Hussaini,Hameed Hussaini,0,h no. 416 s no. 2 Ghosia masjid chwok Sahiwal,1-Nov-79,18-Aug-98,A,C,HSSC
1602,Ch. Tanveer Ismaili,Tufail Haseen Ismaili,0,House # 731 street no.97  Park road Jehlum,4-Jul-78,22-Aug-98,A,C,FSc
1603,Khushbakht Sharif Mustamsir Hussaini,Sharif Mustamsir Hussaini,1,H# 46 street no.93  Zikria Abdul Hakim,4-Jul-78,25-Aug-98,A,C,A-Level
1604,Mujeeb Haqq,Mohammad Haseeb Haqq,0,house # 592 St. # 56  Darian D.G. Khan,6-Apr-78,28-Aug-98,A,C,FSc
1605,Sammi Sattar,Sattar Anwer,0,h# 907 s# 51  Kumria Dera Ismail Khan,6-Dec-78,2-Aug-98,A,C,A-Level
1606,Adil Haque,Khurram Haque,0,Ho. # 221 Street No.46  Nizam pur LalaMusa,8-Jan-80,6-Aug-98,A,C,Fsc
1607,Qamar Ghazanfar Sherazi,Mukhtar Sherazi,0,house no.768 street # 42  post office Sialkot,8-Sep-80,9-Aug-98,A,C,F.Sc.
1608,Jabeen Zaidi,Arsalan Rehan Zaidi,1,ho. #  82 S#  5 Biyaal Bhawalpur,11-Jun-80,12-Aug-98,A,C,Fsc
1609,Jamal Sherazi,Mirza Shabi Sherazi,0,House No. 397 S#  0 Muzafar shah Jehlum,11-Jun-80,15-Aug-98,A,C,F.Sc.
1610,Jabbar Aqeel,Aqeel Baber,0,H No. 944 St. No. 96 Karkhana road Bahawalpur,13-Feb-79,19-Aug-98,A,C,HSSC
1611,Sadaf Malik,Malik Abdus Sammi,1,Ho. no. 258 s no. 91 Shehar bazar Dera ghazi khan,13-Nov-79,22-Aug-98,A,C,A level
1612,Ibrahim Usmani,Haroon Usmani,0,h no. 573 street no. 54 Mandi Multan,15-Jul-79,25-Aug-98,A,C,HSSC
1613,Zulfiqar Laghari,Viqar Gul Laghari,0,Ho. No. 119 St. no. 50 Purana shehar LalaMusa,17-Aug-79,28-Aug-98,A,C,A level
1614,Zara Hussaini,Uhad Murtaza Hussaini,1,H# 434 St. # 45  Jamia masjid chowk Sargodha,18-Apr-78,3-Aug-98,A,C,A-Level
1615,Abdul Najeeb Laghari,Sheik Danish Laghari,0,house # 748 s# 40  Mitthian Pindi Bhatian,20-Dec-78,6-Aug-98,A,C,FSc
1616,Ghulam Mustafa Qutab,Qutab Inayyat,0,h# 63 Street No.4  Afangi block Kharian,20-Jan-78,9-Aug-98,A,C,A-Level
1617,Muhammad Abdul Haseeb Haque,Muslim Haque,0,Ho. # 610 street # 99  Mutian wala Melsi,22-Sep-80,13-Aug-98,A,C,Fsc
1618,Zubair Pasha,Amjad Pasha,0,house no.924 S# 94  Hamdarad road D.I. Khan,22-Jun-80,16-Aug-98,A,C,F.Sc.
1619,Maryyum Zaidi,Nazeer Aftab Zaidi,1,ho. # 239 S# 58  Shah malung Gujrawala,24-Jun-80,19-Aug-98,A,C,Fsc
1620,Mazhar Siraj Butt,M. Adnan Butt,0,House No. 785 St. No. 53 kurang nala Wazirabad,25-Feb-80,22-Aug-98,A,C,F.Sc.
1621,AAmer Ibrahim,Ibrahim Shan,0,H No. 100 s no. 48  Sahiwal,27-Nov-79,26-Aug-98,A,C,HSSC
1622,Sanam Faizan,Faizan Mudassir,1,Ho. no. 415 s no. 44 Akbar masjid Kabirwala,27-Nov-79,29-Aug-98,A,C,A level
1623,Sh. Ahmed Ansary,Alam Ansary,0,h no. 961 St. no. 7 Main workshop Shekhopura,29-Aug-79,3-Aug-98,A,C,HSSC
1624,Immad Qutab Kharasani,Muaz Zafar Kharasani,0,Ho. No. 276 St. #  2 Jaamia Masjid road Melsi,2-Apr-79,6-Aug-98,A,C,A level
1625,Rehana Bhatti,Sheikh Haseeb Bhatti,1,H#  590 St. #  97 Sherazia coloney Dera Ismail Khan,2-Apr-78,10-Aug-98,A,C,A-Level
1626,Khalid Rahmat Satti,Syyed Shakeel Satti,0,house # 137 Street No.93  Kachi abadi Gujrat,5-Jan-78,13-Aug-98,A,C,FSc
1627,Baqir Jibran,Jibran Khurram,0,h# 451 street # 56  Sukkhan abad Faisalabad,5-Sep-78,16-Aug-98,A,C,A-Level
