Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
600, Imtiaz Durrani,Imtiaz Durrani,H# 447 St. # 5  Air port coloney PSH,14-4-76,A-Level,26-8-96,A,C
601,Mumtaz Saeed Jaffery,Anayyat Abu Bakr Jaffery,ho. # 762 s# 0  Landi Mansehra,16-12-78,Fsc,1-8-96,A,C
602,Wajiha Gondal,Rana Momin Gondal,House No.77 street # 95  University coloney Peshawar,16-9-78,F.Sc.,4-8-96,A,C
603,Aga Hussain Ansari,Agha Fazal Ansari,Ho. # 623 street # 59  Afridi block psh,18-9-78,Fsc,7-8-96,A,C
604,Qamar Rabbi,Rabbi Nazir,Ho. no.938 S# 54  Jalsa gha Haripur,18-6-77,A level,11-8-96,A,C
605,Rehana Haqqie,Ajab Haqqie,h no. 252 St. No. 49 Afindi road PESHAWAR,21-2-77,HSSC,14-8-96,A,C
606,Qudoos Sehti,Zeeshan Sehti,Ho. No. 799 St. No. 45 University coloney Psh,23-2-77,A level,17-8-96,A,C
607,AAqil Ibraheem Haqqie,Hameed Mumtaz Haqqie,H No. 113 s no. 8 Karkhana road Haripur,23-11-77,HSSC,20-8-96,A,C
608,Feroza Baig,Shk. Tufail Baig,house #  428 street no. 3 Industrial estate peshawar,25-7-76,FSc,24-8-96,A,C
609,Shabir Abdul Jabbar,Abdul Jabbar Athar,h#  743 St. #  99 Ramzania Attock,25-4-76,A-Level,27-8-96,A,C
610,Muazzum Azmat,Azmat Abdul Najeeb,House #  289 St. #  94 Bara bazar Mardan,27-4-76,FSc,1-8-96,A,C
611,Nosheen Khan,Salim Khan,H# 604 s# 57  Afridi block PSH,28-12-76,A-Level,4-8-96,A,C
612,Fakhar Jaffery,Farrukh Viqar-ul-Islam Jaffery,ho. # 918 street # 53  Niazi town Mansehra,1-9-78,Fsc,8-8-96,A,C
613,Umaima Sheik Mukhtar Khan,Sheik Mukhtar Khan,House No.465 street # 48  Afindi road Peshawar,1-9-78,F.Sc.,11-8-96,A,C
614,Sahibzada Nazeer Ansari,Agha Arsalan Ansari,Ho. # 779 S# 11  University coloney psh,3-6-78,Fsc,14-8-96,A,C
615,Abdur Rasheed Mahtab,Mahtab Najam,house no.94 St. No.7  Hamdarad road Mansehra,3-2-78,F.Sc.,17-8-96,A,C
616,Natalia Minhas,Babar Minhas,h no.641 St. No.2  Industrial estate PESHAWAR,5-2-77,HSSC,21-8-96,A,C
617,Mujtaba Shehzad Sehti,Junaid Abdul Mujeeb Sehti,Ho. No. 955 s no. 97 Cement factory coloney Abbotabad,8-11-77,A level,24-8-96,A,C
618,Agha Anwer Haq,Tanvir Saeed Haq,H No. 270 street no. 61  Haripur,8-7-77,HSSC,27-8-96,A,C
619,Asfia Mirza Viqar Sehti,Mirza Viqar Sehti,house #  816 St. no. 56 Lane 3 Khybar road peshawar,10-8-76,FSc,2-8-96,A,C
620,Zarar Ramzan,Ramzan Uhad,h#  131 St. #  51 Bakra mandi Attock,10-4-76,A-Level,5-8-96,A,C
