SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
2800,Saaleh Yousaf,Yousaf Rasheed,0,House #  55 st. #  7 Kamalia Sahiwal,7-Oct-81,19-Aug-01,A,C,FSc
2801,Usman Wajid Haque,Abdul Rafay Haque,0,H#  370 st. #  2 Purani Taal Kabirwala,7-Oct-81,22-Aug-01,A,C,A-Level
2802,Hadiqa Butt,Zameer Aqeel Butt,1,house #  916 street no. 66 City Road Shekhopura,9-Jul-81,25-Aug-01,A,C,FSc
2803,Hamid Nazar Zaidi,Chodhary Ibrahim Zaidi,0,House No. 231 Street #  61 Kumria D.G. Khan,9-Mar-83,29-Aug-01,A,C,F.Sc.
2804,Kina Butt,Nawabzada Azhar Butt,1,Ho. # 545 s# 56  Illyas abad Dera Ismail Khan,12-Dec-83,3-Aug-01,A,C,Fsc
2805,Safi Abdur Raziq,Abdur Raziq Pervaiz,0,house no.92 s# 20  Bunkhar gali Gujrat,12-Dec-83,6-Aug-01,A,C,F.Sc.
2806,Ahmad Sharif Kharasani,Shahroze Kharasani,0,ho. # 407 St. no.15  Eid gha Faisalabad,14-Aug-83,9-Aug-01,A,C,Fsc
2807,Atiya Ansary,Bulbul Ansary,1,Ho. No.721 S No.10  Muzafar shah Bhawalpur,14-May-82,13-Aug-01,A,C,A level
2808,Mujtaba Laghari,Jibran Fakhir Laghari,0,H No.268 S No.6  Lakhan Jehlum,16-May-82,16-Aug-01,A,C,HSSC
2809,Shakeel Saeed Bhatti,Syed Munir Bhatti,0,Ho. no.582 St. No.69  College road Abdul Hakim,18-Feb-82,19-Aug-01,A,C,A level
2810,Ghosia Durrani,Agha Daud Durrani,1,h no. 897 st. #  64 Malik abad D.G. Khan,19-Oct-82,22-Aug-01,A,C,HSSC
2811,Suleman Zafar,Zafar Abdul Qadir,0,House #  443 st. #  60 Purana shehar Multan,21-Oct-81,26-Aug-01,A,C,FSc
2812,Hafiz Yosaf Durrani,Bulbul Durrani,0,H#  758 street no. 55 Karki LalaMusa,21-Jul-81,29-Aug-01,A,C,A-Level
2813,Syyeda Ansari,Shahid Ismail Ansari,1,house #  73 Street #  18 Koral Sialkot,23-Mar-81,3-Aug-01,A,C,FSc
2814,Baqir Sheharyar Gondal,Munir Rafi Gondal,0,h#  619 St. #  13 Daniyaal town Bhawalpur,23-Apr-81,6-Aug-01,A,C,A-Level
2815,Madiha Ansari,Shk. Imran Ansari,1,Ho. # 934 s# 9  Saat meel Kharian,26-Dec-83,10-Aug-01,A,C,Fsc
2816,Tabraiz Abdur Rahim,Abdur Rahim Zishan,0,house no.248 St. no.4  Byaar Bahawalpur,26-Aug-83,13-Aug-01,A,C,F.Sc.
2817,Babar Barkat Haqqie,Mumtaz Haqqie,0,ho. # 563 street # 67  Doley shah Dera ghazi khan,28-Sep-83,16-Aug-01,A,C,Fsc
2818,Tahira Sehti,Noor Sehti,1,Ho. No.110 S No.63  kurang nala Gujrawala,28-May-82,20-Aug-01,A,C,A level
2819,Yasin Chohan,Yousaf Saeed Chohan,0,H No.424 St. No.58  Chan chirag Wazirabad,1-Feb-82,23-Aug-01,A,C,HSSC
2820,Tipo Jamal Baig,Aga Abdul Mujeeb Baig,0,Ho. no.739 St. No.21  Kotlia Sargodha,3-Feb-82,26-Aug-01,A,C,A level
2821,Sehar Chatta,Rana Abid Chatta,1,h no. 285 st. #  17 Saidpur road Pindi Bhatian,4-Oct-82,29-Aug-01,A,C,HSSC
2822,Yawar Sabir,Sabir Arif,0,House #  600 street no. 12 Jaamia Masjid road Shekhopura,6-Jul-81,4-Aug-01,A,C,FSc
2823,Muneer Hameed Khan,Sattar Khan,0,H#  914 street no. 7 Surahi bazar Melsi,6-Jul-81,7-Aug-01,A,C,A-Level
2824,Amna Sameer Mustamsir Jaffery,Sameer Mustamsir Jaffery,1,house #  461 St. #  71 Farman block D.I. Khan,8-Apr-81,10-Aug-01,A,C,FSc
2825,Nawabzada Jameel Khattak,Najum Ijaz Khattak,0,h#  776 s#  66 Mitran walia Gujrawala,8-Dec-81,13-Aug-01,A,C,A-Level
2826,Zil-e-Huma Mirza Emmad-ud-Din Minhas,Mirza Emmad-ud-Din Minhas,1,Ho. #  90 Street No. 61 Deinga Faisalabad,10-Jan-83,17-Aug-01,A,C,Fsc
2827,Abuzar Wajid,Wajid Munnawar,0,house no.637 street # 57  Ghosia masjid chwok Sahiwal,11-Sep-83,20-Aug-01,A,C,F.Sc.
2828,Zahid Haq,Aftab Haq,0,ho. # 951 S No.20  Kamalia Kabirwala,13-May-83,23-Aug-01,A,C,Fsc
2829,Imrana Sehti,Waqar Sehti,1,House No.266 S# 15  Purani Taal Shekhopura,13-Jun-83,26-Aug-01,A,C,F.Sc.
2830,Pervaiz Haq,Zil-e-Ali Masroor Haq,0,H No.812 St. No.11  Darian D.G. Khan,15-Feb-82,1-Aug-01,A,C,HSSC
2831,Syyed Hayyat Kiyyani,Mohammad Daud Kiyyani,0,Ho. no.127 s no.6  Kumria Dera Ismail Khan,17-Nov-82,4-Aug-01,A,C,A level
2832,Midhat Nazir,Nazir Abdul Qadir,1,h no.442 s no.69  Illyas abad Gujrat,17-Nov-82,7-Aug-01,A,C,HSSC
2833,Zulfiqar Azhar,Azhar Abdul kareem,0,House #  988 street no. 64 post office Sialkot,20-Jul-81,11-Aug-01,A,C,FSc
2834,Zil-e-Ali Chatta,Shaukat Chatta,0,H#  303 St. #  60 Biyaal Bhawalpur,20-Apr-81,14-Aug-01,A,C,A-Level
2835,Annum Kazmi,Jamil Murtaza Kazmi,1,house #  617 St. #  23 Muzafar shah Jehlum,22-Apr-81,17-Aug-01,A,C,FSc
2836,Arman Khan,Imran Muneer Khan,0,h#  932 Street No. 18 Lakhan Abdul Hakim,22-Jan-81,20-Aug-01,A,C,A-Level
2837,Ambreen Mohammed Raza Kazmi,Mohammed Raza Kazmi,1,Ho. #  478 street #  14 Shehar bazar Dera ghazi khan,24-Sep-83,24-Aug-01,A,C,Fsc
2838,Mazhar Muaz,Muaz Mumtaz,0,house no. 793 street #  9 Mandi Multan,24-Sep-83,27-Aug-01,A,C,F.Sc.
2839,Mirza Shan Minhas,Aun Minhas,0,ho. # 108 S# 72  Purana shehar LalaMusa,27-Jun-83,1-Aug-01,A,C,Fsc
2840,Rukhsana Zafar Niazi,Zafar Niazi,1,House No.654 St. No.68  Karki Sialkot,27-Feb-83,4-Aug-01,A,C,F.Sc.
2841,Abdur Rahim Mustamsir Haq,Tipu Rasheed Haq,0,H No.969 Street # 63  Mitthian Pindi Bhatian,29-Mar-82,8-Aug-01,A,C,HSSC
2842,Sana Ullah Awan,Muhammad Abid Awan,0,Ho. no.283 s no.58  Afangi block Kharian,2-Nov-82,11-Aug-01,A,C,A level
2843,Shamima Shams,Shams Arif,1,h no.830 street no.22  Saat meel Bahawalpur,2-Jul-82,14-Aug-01,A,C,HSSC
2844,Akram Islam,Islam Aslam,0,Ho. No.144 St. no.17  Byaar Dera ghazi khan,4-Aug-82,17-Aug-01,A,C,A level
2845,M. Najam Namani,Nadeem Namani,0,H#  459 St. #  12 Shah malung Gujrawala,5-Apr-81,21-Aug-01,A,C,A-Level
2846,Sanam Kiyyani,Najeeb Kamran Kiyyani,1,house #  6 Street No. 8 kurang nala Wazirabad,7-Jan-81,24-Aug-01,A,C,FSc
2847,Suleman Yosaf Qureshi,M. Emmad-ud-Din Qureshi,0,h#  320 Street No. 71 Chan chirag Sargodha,7-Jan-81,27-Aug-01,A,C,A-Level
2848,Mohammad Muzammil Khanzada,Choudhary AAmer Khanzada,0,House #  635 street #  66 Kotlia Pindi Bhatian,9-Sep-81,1-Aug-01,A,C,FSc
2849,Kareem Saaleh,Saaleh Aftab,0,house no. 181 S#  61 Main workshop Shekhopura,9-Jun-83,5-Aug-01,A,C,F.Sc.
2850,Mouhammed Abdullah Ismaili,Abdul Malik Ismaili,0,ho. # 496 S# 25  Jaamia Masjid road Melsi,12-Jun-83,8-Aug-01,A,C,Fsc
2851,Qirat Qaisar Ayyaz Niazi,Qaisar Ayyaz Niazi,1,House No.810 Street # 20  Surahi bazar D.I. Khan,12-Mar-83,11-Aug-01,A,C,F.Sc.
2852,Sh. Abdul Malik Ismaili,Yasin Osman Ismaili,0,H No.357 s no.15  Kachi abadi Gujrat,14-Nov-82,15-Aug-01,A,C,HSSC
2853,Fazal Paracha,Sheikh Abdul Qadir Paracha,0,Ho. no.672 s no.11  Sukkhan abad Faisalabad,16-Nov-82,18-Aug-01,A,C,A level
2854,Rukshanda Abu Bakr,Abu Bakr Abdul kareem,1,h no.986 St. no.74  Deinga Sahiwal,16-Aug-82,21-Aug-01,A,C,HSSC
2855,Saroor Khalid,Khalid Shams,0,Ho. No.301 St. # 69  Ghosia masjid chwok Kabirwala,18-Apr-82,24-Aug-01,A,C,A level
