Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
1200,Huma Usmani,Mumtaz Muslim Usmani,ho. #  40 s#  5 Hamdarad road Gilgit,17-12-80,Fsc,14-8-98,A,C
1201,Abdul Jabbar Nadeem Kharasani,Mohammad Aun Kharasani,House No. 355 s#  0 Air port coloney Peshawar,19-12-80,F.Sc.,17-8-98,A,C
1202,Ahsan Sageer,Sageer Zafar,Ho. #  669 street #  64 kurang nala Mansehra,19-9-80,Fsc,20-8-98,A,C
1203,Najma Ubaid Laghari,Ubaid Laghari,Ho. no. 984 S No. 59 University coloney Psh,21-5-79,A level,24-8-98,A,C
1204,Saleem Bhatti,Abid Bhatti,h no. 530 S No. 54 Afridi block PESHAWAR,23-5-79,HSSC,27-8-98,A,C
1205,Talha Shams Laghari,Arif Viqar-ul-Islam Laghari,Ho. No. 845 St. No. 18 Main workshop Haripur,23-2-79,A level,1-8-98,A,C
1206,Saba Pasha,Sahibzada Sattar Pasha,H No.160 st. # 13  Officers coloney PESHAWAR,26-10-79,HSSC,4-8-98,A,C
1207,Farrukh Shah,Mohammed Nadeem Shah,house # 706 s no.8  University coloney peshawar,26-11-78,FSc,8-8-98,A,C
1208,Sultan Rahmat,Rahmat Najeeb,h# 21 street no.4  Kachi abadi Mardan,28-7-78,A-Level,11-8-98,A,C
1209,Najma Emmad Abbasi,Emmad Abbasi,House # 335 Street # 67  Air port coloney peshawar,28-3-78,FSc,14-8-98,A,C
1210,Karam Illahi Butt,AAmer Abdul Haseeb Butt,H# 882 St. # 62  Deinga Attock,1-4-78,A-Level,17-8-98,A,C
1211,Ammara Aftab Mustafa Abbasi,Aftab Mustafa Abbasi,ho. # 196 s# 58  Dehri Gilgit,1-12-80,Fsc,21-8-98,A,C
1212,Nawabzada Akram Gondal,Sheikh Abdul Malik Gondal,House No. 511 street #  53 Afridi block Peshawar,4-9-80,F.Sc.,24-8-98,A,C
1213,Sarwar Salim,Salim Qaisar,Ho. #  58 street #  16 Zikria Mansehra,4-9-80,Fsc,27-8-98,A,C
1214,Asiya Gondal,Yasin Gondal,Ho. no. 372 S No. 12 Afindi road Psh,6-5-79,A level,2-8-98,A,C
1215,Kamal Khalid Bhatti,Ahsan Bhatti,h no. 687 St. No. 7 University coloney PESHAWAR,8-2-79,HSSC,5-8-98,A,C
1216,Mekail Shakir Satti,Abdul kareem Haroon Satti,Ho. No. 233 St. No. 2 Nizam pur Haripur,8-2-79,A level,8-8-98,A,C
1217,Syyeda Haqqie,M. Shaukat Haqqie,H No.548 s no.65  Air port coloney PESHAWAR,11-11-79,HSSC,11-8-98,A,C
1218,Amer Kishwar,Kishwar Jamil,house # 862 street no.61  Karnianwala Attock,11-7-78,FSc,15-8-98,A,C
1219,Abu Bakr Baber,Baber Salman,h# 177 street no.56  Karimabad Mardan,13-7-78,A-Level,18-8-98,A,C
1220,Hasina Murtaza Shah,Murtaza Shah,House # 724 St. # 19  Afridi block peshawar,13-4-78,FSc,21-8-98,A,C
1221,Ahmad Durrani,Faisal Sameer Durrani,H# 38 s# 15  Shehar bazar Attock,15-12-78,A-Level,24-8-98,A,C
1222,Nosheen Aun Soneel Jaffery,Aun Soneel Jaffery,ho. # 353 Street No.10  Ramzania Gilgit,15-1-80,Fsc,28-8-98,A,C
1223,Jan Durrani,Syyed Mazhar Durrani,House No. 899 street #  5 University coloney Peshawar,18-9-80,F.Sc.,2-8-98,A,C
1224,Jamal Kamran,Kamran Ubaid,Ho. #  214 S No. 69 Jamia masjid chowk Mansehra,18-5-80,Fsc,5-8-98,A,C
1225,Nazma Gondal,Saeed Gondal,house no. 528 S#  64 Air port coloney Peshawar,20-6-80,F.Sc.,8-8-98,A,C
1226,Anayyat Ansari,Iqbal Ansari,h no. 75 St. No. 59 Afindi road PESHAWAR,22-2-79,HSSC,12-8-98,A,C
1227,Jibran Abdus Sammi Satti,Aslam Abdullah Satti,Ho. No. 390 s no. 55 Mutian wala Haripur,22-11-79,A level,15-8-98,A,C
1228,Amna Chodhary Nadeem Haqqie,Chodhary Nadeem Haqqie,H No. 704 s no. 18 Afridi block PESHAWAR,24-11-79,HSSC,18-8-98,A,C
1229,Ghazi Shahzor,Shahzor Najeeb,house # 251 St. no.13  Dak ghar Attock,25-8-78,FSc,22-8-98,A,C
1230,Abdul Malik Masroor,Masroor Emmad,h# 565 St. # 9  Cement factory coloney Mardan,27-4-78,A-Level,25-8-98,A,C
1231,Nazma Baig,Amer Baig,House # 880 St. # 4  University coloney peshawar,27-4-78,FSc,28-8-98,A,C
1232,Ghazanfar Chohan,Badar Nazir Chohan,H# 426 Street No.67  Akbar masjid Attock,29-1-78,A-Level,2-8-98,A,C
1233,Rahat Jaffery,Sh. Abdul Malik Jaffery,ho. # 741 street # 62  Industrial estate psh,29-9-80,Fsc,6-8-98,A,C
1234,Kamal Tabraiz Khan,Momd. Rafi Khan,House No.56 st. # 58  Afindi road Peshawar,2-10-80,F.Sc.,9-8-98,A,C
1235,Abdul Mujeeb Rehmat,Rehmat Yasin,Ho. #  602 S#  53 Sherazia coloney Mansehra,3-6-80,Fsc,12-8-98,A,C
1236,Kina Khattak,Ayyaz Khattak,house no. 917 St. No. 16 Afridi block Peshawar,5-2-80,F.Sc.,15-8-98,A,C
1237,Muhammad Abdus Sattar Ansari,Kareem Nazeer Ansari,h no. 231 s no. 12 Pakistan hostel Abbotabad,7-11-79,HSSC,19-8-98,A,C
1238,Zulfiqar Khattak,Shakir Zarar Khattak,Ho. No. 546 s no. 7 Dhamiyal Haripur,7-11-79,A level,22-8-98,A,C
1239,Annum Haq,Nawabzada Jamil Haq,H No. 93 St. no. 70 University coloney PESHAWAR,9-8-79,HSSC,25-8-98,A,C
1240,Muzammil Anwer,Anwer Anwar,Ho. no. 407 St. #  66 Park road Abbotabad,9-4-79,A level,28-8-98,A,C
1241,Abdul Ahad Kamal,Kamal Murtaza,h# 722 St. # 61  Cantt. road Mardan,12-4-78,A-Level,3-8-98,A,C
1242,Nighat Baig,Ramzan Baig,House # 268 Street No.56  Afindi road peshawar,12-1-78,FSc,6-8-98,A,C
1243,Mohammed Farrukh Chatta,Hayyat Asif Chatta,H# 583 street # 20  Taj abad Attock,14-9-78,A-Level,9-8-98,A,C
1244,Azra Kiyyani,Raja Firdous Kiyyani,ho. # 897 st. # 15  Lane 3 Khybar road psh,14-10-80,Fsc,13-8-98,A,C
1245,Firdous Taimor Khan,Momd. Kamran Khan,House No.444 S# 10  Industrial estate Peshawar,16-6-80,F.Sc.,16-8-98,A,C
1246,Nadeem Atif,Atif Saeed,Ho. # 759 St. No.6  Karnianwala Mansehra,16-2-80,Fsc,19-8-98,A,C
1247,Maheera Shuja Khan,Shuja Khan,house no. 73 Street #  69 University coloney Peshawar,19-3-80,F.Sc.,22-8-98,A,C
1248,Qudoos Minhas,Masud Shabir Minhas,h no. 620 s no. 64 Factory road Abbotabad,21-11-79,HSSC,26-8-98,A,C
1249,Immad Rai Niazi,Zabir Kamal Niazi,Ho. No. 934 St. no. 59 Garrizon Haripur,21-8-79,A level,29-8-98,A,C
1250,Sanam Minhas,Hafiz Abdul Mannan Minhas,H No. 249 St. no. 55 Afindi road PESHAWAR,23-8-79,HSSC,3-8-98,A,C
1251,Imran Sonil,Sonil AAqil,Ho. no. 795 St. #  18 Bara bazar Abbotabad,23-4-79,A level,6-8-98,A,C
1252,Sheikh Azmat Haq,Amer Haq,h# 110 Street No.13  Lane 3 Khybar road PSH,26-1-78,A-Level,10-8-98,A,C
1253,Rahat Badar Awan,Badar Awan,House # 425 Street No.9  Industrial estate peshawar,26-1-78,FSc,13-8-98,A,C
