SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
4000,Soneel Ijaz,Ijaz Abuzar,0,house #  240 st. #  76 Cantt. road Pindi Bhatian,13-Oct-84,22-Aug-04,A,I,FSc
4001,Sh. Islam Satti,Babar Satti,0,House No. 555 S#  71 Kusar coloney Shekhopura,13-Jun-86,26-Aug-04,A,I,F.Sc.
4002,Sh. Viqar-ul-Islam Bhatti,Abdul Basit Husain Bhatti,0,Ho. #  102 St. No. 34 Bhatta Melsi,15-Feb-86,29-Aug-04,A,I,Fsc
4003,Jaleela Tanveer Faisal Satti,Tanveer Faisal Satti,1,house no. 416 Street #  30 Shakrial D.I. Khan,15-Mar-86,3-Aug-04,A,I,F.Sc.
4004,Raja Shakeel Pasha,Mouhammad Ismail Pasha,0,ho. #  731 s no. 25 Jalsa gha Gujrawala,17-Nov-86,6-Aug-04,A,I,Fsc
4005,Rizwan Abdul Najeeb,Abdul Najeeb Asfar,0,Ho. No.45 St. no.20  Sihaal Faisalabad,20-Aug-85,10-Aug-04,A,I,A level
4006,Bano Chohan,Imtiaz Chohan,1,H No.592 St. no.83  Noorpur Sahiwal,20-Aug-85,13-Aug-04,A,I,HSSC
4007,Raja Abdul kareem Abbasi,Anayyat Abbasi,0,Ho. no.906 St. # 79  Factory road Kabirwala,22-Apr-85,16-Aug-04,A,I,A level
4008,Abdul kareem Shakeel Durrani,Mustamsir Abdul Malik Durrani,0,h# 221 Street No.74  Malik abad Abdul Hakim,22-Jan-84,20-Aug-04,A,I,A-Level
4009,Hala Abbasi,Sheik Fazal Abbasi,1,House # 768 Street No.69  Nai abadi D.G. Khan,24-Jan-84,23-Aug-04,A,I,FSc
4010,Annan Saaleh Durrani,Agha Nazir Durrani,0,H# 82 st. # 33  Pind dadu Dera Ismail Khan,24-Oct-84,26-Aug-04,A,I,A-Level
4011,Salim Najam,Najam Ajab,0,house #  397 S#  28 Bara qabrustan Gujrat,27-Jun-84,29-Aug-04,A,I,FSc
4012,Qasim Athar Gondal,Zeeshan Gondal,0,House No. 943 S#  23 Daniyaal town Sialkot,27-Jun-86,4-Aug-04,A,I,F.Sc.
4013,Ahmed Ansari,Hameed Abdul Mujeeb Ansari,0,Ho. #  258 Street #  19 Haider road Bhawalpur,29-Mar-86,7-Aug-04,A,I,Fsc
4014,Fariha Azam Qudoos Satti,Azam Qudoos Satti,1,house no. 573 s no. 82 Khasra Jehlum,29-Nov-86,10-Aug-04,A,I,F.Sc.
4015,Abid Haqqie,Choudhary Athar Haqqie,0,ho. #  119 s#  77 Buliyan wali Abdul Hakim,2-Dec-86,13-Aug-04,A,I,Fsc
4016,Zarar Nazar,Nazar Abdul Najeeb,0,Ho. No. 434 St. no. 73 Railway line Dera ghazi khan,4-Aug-85,17-Aug-04,A,I,A level
4017,Kainat Chohan,Salim Chohan,1,H No.748 S No.36  Farooqia Multan,5-May-85,20-Aug-04,A,I,HSSC
4018,Malik Sattar Baig,Farrukh Baig,0,Ho. no.295 S No.31  Chandi bazar LalaMusa,7-May-85,23-Aug-04,A,I,A level
4019,Zakir Chohan,Mukhtar Abdul Ahad Chohan,0,h no.609 Street No.27  Mujahid block Sialkot,7-Jan-85,26-Aug-04,A,I,HSSC
4020,Kanwal Aga Rehan Jaffery,Aga Rehan Jaffery,1,House # 924 st. # 22  Chittian hattian Pindi Bhatian,9-Oct-84,1-Aug-04,A,I,FSc
4021,AAmir Taimor,Taimor Najam,0,H# 239 st. # 85  Odean chowk Kharian,9-Oct-84,4-Aug-04,A,I,A-Level
4022,Najam Jabir,Jabir Babar,0,house # 785 street no.80  Kamra chowk Bahawalpur,11-Jul-84,7-Aug-04,A,I,FSc
4023,Hussain Khattak,Junaid Khattak,0,House No. 100 Street #  76 Mitran walia D.I. Khan,12-Mar-86,11-Aug-04,A,I,F.Sc.
4024,Amer Ansari,Tanvir Sameer Ansari,0,Ho. #  414 Street #  71 Chand mari Gujrawala,14-Mar-86,14-Aug-04,A,I,Fsc
4025,Kalsoom Khattak,Viqar Sohail Khattak,1,house no. 961 s#  34 Basti Wazirabad,14-Dec-86,17-Aug-04,A,I,F.Sc.
4026,Kaleem Haqqie,Mirza Asfar Haqqie,0,ho. #  275 St. no. 30 Khumar road Sargodha,16-Aug-86,20-Aug-04,A,I,Fsc
4027,Choudhary Gul Kiyyani,Sheikh Shabi Kiyyani,0,Ho. No. 590 street #  25 Purani Taal Kabirwala,18-Sep-85,24-Aug-04,A,I,A level
4028,Saalia Mazhar,Mazhar Emmad,1,H No.137 S No.20  City Road Shekhopura,19-May-85,27-Aug-04,A,I,HSSC
4029,Ajmal Akmal,Akmal Junaid,0,Ho. no.451 Street No.84  Kusar coloney Melsi,21-Jan-85,1-Aug-04,A,I,A level
4030,Abdul Rafay Abdul Hameed Qureshi,Malik Qureshi,0,h no.766 St. No.79  Bhatta D.I. Khan,21-Feb-85,4-Aug-04,A,I,HSSC
4031,Annum Kazmi,Viqar Ibraheem Kazmi,1,House # 312 st. # 74  Bunkhar gali Gujrat,23-Oct-84,8-Aug-04,A,I,FSc
4032,Akmal Talha Niazi,Mouhammed Khurshid Niazi,0,H# 627 street no.38  Eid gha Faisalabad,23-Jul-84,11-Aug-04,A,I,A-Level
4033,Agha Yousaf Minhas,Ch. Danish Minhas,0,house # 941 street no.33  Sihaal Sahiwal,25-Jul-84,14-Aug-04,A,I,FSc
4034,Mahpara Zabir,Zabir Ahsan,1,h#  488 Street #  28 Noorpur Kabirwala,26-Mar-84,17-Aug-04,A,I,A-Level
4035,Barkat Haqq,Momin Haqq,0,Ho. #  803 s#  24 College road Abdul Hakim,28-Dec-86,21-Aug-04,A,I,Fsc
4036,Sadaf Awan,Arshad Naeem Awan,1,house no. 117 s#  87 Malik abad D.G. Khan,28-Dec-86,24-Aug-04,A,I,F.Sc.
4037,Muhammad Affan Haqq,Jameel Shan Haqq,0,ho. #  664 street #  82 Nai abadi Dera Ismail Khan,1-Sep-86,27-Aug-04,A,I,Fsc
4038,Saaleh Kiyyani,Sh. Adnan Kiyyani,0,Ho. No. 978 S No. 77 Karki LalaMusa,3-May-85,2-Aug-04,A,I,A level
4039,Sara Imtiaz,Imtiaz Mujtaba,1,H No. 293 S No. 73 Koral Sialkot,3-May-85,5-Aug-04,A,I,HSSC
4040,Mouhammed Najam Sherazi,Mujahid Sherazi,0,Ho. no.607 St. No.36  Daniyaal town Bhawalpur,6-Feb-85,8-Aug-04,A,I,A level
4041,Nadir Qureshi,Shabeer Qureshi,0,h no.154 st. # 31  Haider road Jehlum,6-Oct-85,11-Aug-04,A,I,HSSC
4042,Atra Khanzada,Muaz Tanvir Khanzada,1,House # 469 s no.27  Byaar Bahawalpur,8-Nov-84,15-Aug-04,A,I,FSc
4043,Asfar Azhar Qureshi,Chodhary Obaid Qureshi,0,H# 783 street no.22  Doley shah Dera ghazi khan,8-Jul-84,18-Aug-04,A,I,A-Level
4044,Qutab Ismaili,Sahibzada Shakeel Ismaili,0,house # 330 Street # 85  Railway line Multan,10-Mar-84,21-Aug-04,A,I,FSc
4045,Asiya Tipo,Tipo Shujaat,1,h# 644 St. # 81  Farooqia LalaMusa,10-Apr-84,24-Aug-04,A,I,A-Level
4046,Shahid Ismaili,Mukhtar Ismaili,0,Ho. #  959 s#  76 Kotlia Sargodha,13-Dec-86,28-Aug-04,A,I,Fsc
4047,Nabeera Islam Zaran Paracha,Islam Zaran Paracha,1,house no. 505 street #  71 Saidpur road Pindi Bhatian,13-Sep-86,2-Aug-04,A,I,F.Sc.
4048,Tabraiz Haqq,Abdul Mannan Obaid Haqq,0,ho. #  820 street #  35 Chittian hattian Kharian,15-Sep-86,5-Aug-04,A,I,Fsc
4049,Arshad Anayyat Paracha,Syed Immad Paracha,0,House No. 135 S#  30 Odean chowk Bahawalpur,17-Jun-86,8-Aug-04,A,I,F.Sc.
4050,Shammaa Rafi,Rafi AAmir,1,H No. 681 St. No. 25 Farman block D.I. Khan,17-Feb-85,12-Aug-04,A,I,HSSC
4051,Haseeb Zulfiqar Sherazi,Mekail Sherazi,0,Ho. no. 996 St. No. 89 Mitran walia Gujrawala,19-Feb-85,15-Aug-04,A,I,A level
4052,Hameed Zaidi,Abdur Raziq Zaidi,0,h no.310 s no.84  Chand mari Wazirabad,20-Nov-85,18-Aug-04,A,I,HSSC
4053,Rukshanda Khurshid Ehsan Khanzada,Khurshid Ehsan Khanzada,1,House # 857 street no.79  Ghosia masjid chwok Sahiwal,22-Jul-84,22-Aug-04,A,I,FSc
4054,Sheik Ajmal Usmani,Rana Ghulam Yasin Usmani,0,H# 171 St. no.75  Kamalia Kabirwala,22-Aug-84,25-Aug-04,A,I,A-Level
4055,Yasin Shaheen,Shaheen Ehsan,0,house # 486 St. # 38  Purani Taal Shekhopura,24-Apr-84,28-Aug-04,A,I,FSc
4056,Badar Jamil,Jamil Aqeel,1,h# 33 s# 33  City Road Melsi,24-Dec-84,2-Aug-04,A,I,A-Level
4057,Waqar Shahroze Laghari,Amjad Laghari,0,Ho. # 347 street # 28  Kumria Dera Ismail Khan,26-Sep-86,6-Aug-04,A,I,Fsc
4058,Shamim Hussaini,Jameel Umer Hussaini,1,house no. 662 street #  24 Illyas abad Gujrat,27-Sep-86,9-Aug-04,A,I,F.Sc.
4059,Sabir Yaar Muhammad Laghari,Sarwar Sultan Laghari,0,ho. #  976 S#  87 Bunkhar gali Faisalabad,29-Jun-86,12-Aug-04,A,I,Fsc
4060,Mouhammad Jibran Paracha,Mouhammad Mujtaba Paracha,0,House No. 523 St. No. 82 Eid gha Sahiwal,2-Feb-86,15-Aug-04,A,I,F.Sc.
4061,Shafaq Sultan,Sultan Qutab-ud-Din,1,H No. 838 St. No. 78 Muzafar shah Jehlum,2-Feb-85,19-Aug-04,A,I,HSSC
4062,Usman Pasha,Shabir Pasha,0,Ho. no. 152 s no. 73 Lakhan Abdul Hakim,4-Nov-85,22-Aug-04,A,I,A level
4063,Syyed Kashif Zaidi,Firdous Zaidi,0,h no.699 street no.36  College road D.G. Khan,5-Jul-85,25-Aug-04,A,I,HSSC
4064,Sajeela Butt,Obaid Sarwar Butt,1,Ho. No.13 St. no.32  Malik abad Dera Ismail Khan,7-Aug-85,28-Aug-04,A,I,A level
