SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
1200,Saba Annan,Annan Mehmood,1,ho. #  40 s#  5 Hamdarad road Dera ghazi khan,17-Dec-79,14-Aug-97,A,C,Fsc
1201,Rayyan Ghulam Yasin,Ghulam Yasin Azhar,0,House No. 355 s#  0 Shah malung Multan,19-Dec-79,17-Aug-97,A,C,F.Sc.
1202,Masroor Emmad-ud-Din,Emmad-ud-Din Sajid,0,Ho. #  669 street #  64 kurang nala LalaMusa,19-Sep-79,20-Aug-97,A,C,Fsc
1203,Feroza Khattak,Shazil Khattak,1,Ho. no. 984 S No. 59  Sargodha,21-May-78,24-Aug-97,A,C,A level
1204,Haseeb Haq,Bulbul Jamal Haq,0,h no. 530 S No. 54 Akbar masjid Pindi Bhatian,23-May-78,27-Aug-97,A,C,HSSC
1205,Talha Abdul Mujeeb Sehti,Jibran Mujahid Sehti,0,Ho. No. 845 St. No. 18 Main workshop Kharian,23-Feb-78,1-Aug-97,A,C,A level
1206,Mahreen Haq,M. Munir Haq,1,H No.160 st. # 13  Jaamia Masjid road Bahawalpur,26-Oct-78,4-Aug-97,A,C,HSSC
1207,Abdullah Sarwar,Sarwar Gul,0,house # 706 s no.8  Sherazia coloney D.I. Khan,26-Nov-77,8-Aug-97,A,C,FSc
1208,Nawabzada Abdul kareem Chatta,Zishan Chatta,0,h# 21 street no.4  Kachi abadi Gujrawala,28-Jul-77,11-Aug-97,A,C,A-Level
1209,Mahjabeen Abdul Hameed Kiyyani,Abdul Hameed Kiyyani,1,House # 335 Street # 67  Sukkhan abad Wazirabad,28-Mar-77,14-Aug-97,A,C,FSc
1210,Raja Islam Khan,Noor Waqar Khan,0,H# 882 St. # 62  Deinga Sargodha,1-Apr-77,17-Aug-97,A,C,A-Level
1211,Samman Muhammad Waqas Kazmi,Muhammad Waqas Kazmi,1,ho. # 196 s# 58  Dehri Kabirwala,1-Dec-79,21-Aug-97,A,C,Fsc
1212,Rashid Abdul Hannan,Abdul Hannan Abdul Mujeeb,0,House No. 511 street #  53 Park road Shekhopura,4-Sep-79,24-Aug-97,A,C,F.Sc.
1213,Muaz Soneel,Soneel Saleem,0,Ho. #  58 street #  16 Zikria Melsi,4-Sep-79,27-Aug-97,A,C,Fsc
1214,Sehar Niazi,Fakhir Niazi,1,Ho. no. 372 S No. 12 Landi Dera Ismail Khan,6-May-78,2-Aug-97,A,C,A level
1215,Abdul Mujeeb Anayyat Minhas,Jabbar Abdul Najeeb Minhas,0,h no. 687 St. No. 7 Taj abad Gujrat,8-Feb-78,5-Aug-97,A,C,HSSC
1216,Chodhary Muneer Niazi,Mouhammed Rayyan Niazi,0,Ho. No. 233 St. No. 2 Nizam pur Faisalabad,8-Feb-78,8-Aug-97,A,C,A level
1217,Saba Ch. Najum Haq,Ch. Najum Haq,1,H No.548 s no.65  post office Sahiwal,11-Nov-78,11-Aug-97,A,C,HSSC
1218,Zubair Shahroze,Shahroze Rashid,0,house # 862 street no.61  Karnianwala Jehlum,11-Jul-77,15-Aug-97,A,C,FSc
1219,Aftab Shahzor Haqq,Munnawar Haqq,0,h# 177 street no.56  Karimabad Abdul Hakim,13-Jul-77,18-Aug-97,A,C,A-Level
1220,Rashda Kiyyani,Tanveer Kiyyani,1,House # 724 St. # 19  Karkhana road D.G. Khan,13-Apr-77,21-Aug-97,A,C,FSc
1221,Rayyan Namani,Viqar-ul-Islam Kareem Namani,0,H# 38 s# 15  Shehar bazar Dera Ismail Khan,15-Dec-77,24-Aug-97,A,C,A-Level
1222,Ammara Kiyyani,Sh. Azhar Kiyyani,1,ho. # 353 Street No.10  Ramzania LalaMusa,15-Jan-79,28-Aug-97,A,C,Fsc
1223,Asif Zahid,Zahid Daud,0,House No. 899 street #  5 Bara bazar Sialkot,18-Sep-79,2-Aug-97,A,C,F.Sc.
1224,Osman Muamar,Muamar Shazil,0,Ho. #  214 S No. 69 Jamia masjid chowk Bhawalpur,18-May-79,5-Aug-97,A,C,Fsc
1225,Noor-ul-Ain Qureshi,Mustamsir Qureshi,1,house no. 528 S#  64 Mitthian Jehlum,20-Jun-79,8-Aug-97,A,C,F.Sc.
1226,Shabir Inayyat Ismaili,Shaukat Nadeem Ismaili,0,h no. 75 St. No. 59 Shuakat coloney Bahawalpur,22-Feb-78,12-Aug-97,A,C,HSSC
1227,Aftab Niazi,Chodhary Munir Niazi,0,Ho. No. 390 s no. 55 Mutian wala Dera ghazi khan,22-Nov-78,15-Aug-97,A,C,A level
