Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
300,Adil Yaseen Khanzada,Mohammed Daud Khanzada,h no.35 St. No.71  Khybar road PESHAWAR,13-2-76,HSSC,4-8-95,A,C
301,Adul Qudoos Soneel,Soneel Shazil,Ho. No.582 st. # 66  College road Haripur,13-10-76,A level,7-8-95,A,C
302,Atra Bulbul Kharasani,Bulbul Kharasani,H No. 896 s no. 29 Lane 6 Mall road PESHAWAR,16-11-76,HSSC,10-8-95,A,C
303,Sameer Hussaini,Jibran Hussaini,house #  211 street no. 25 Bara market peshawar,16-7-75,FSc,14-8-95,A,C
304,Babar Laghari,Munir Mahtab Laghari,h#  525 St. #  20 Karki Mardan,18-4-75,A-Level,17-8-95,A,C
305,Umber Hussaini,Muhammad Gul Hussaini,House #  72 St. #  15 Durre peshawar,18-4-75,FSc,20-8-95,A,C
306,Iqbal Abdul Qadeer,Abdul Qadeer Zishan,H#  387 s#  79 Daniyaal town Attock,20-12-75,A-Level,23-8-95,A,C
307,Bushra Karam Illahi,Karam Illahi Mumtaz,ho. #  701 street #  74 Saat meel Gilgit,22-9-77,Fsc,27-8-95,A,C
308,Mouhammed Ghulam Yasin Haque,Noor Haque,House No.248 street # 69  Khybar road Peshawar,23-9-77,F.Sc.,1-8-95,A,C
309,Haseen Nazir Butt,Yousaf Yosaf Butt,Ho. # 562 S# 33  Doley shah Mansehra,25-6-77,Fsc,4-8-95,A,C
310,Atra Zaidi,Abdul Mujeeb Zarar Zaidi,house no.877 St. No.28  Railway line Gilgit,25-2-77,F.Sc.,7-8-95,A,C
311,Khalid Rizwan Butt,Choudhary Abid Butt,h no.423 St. No.23  Bara market PESHAWAR,27-2-76,HSSC,11-8-95,A,C
312,Rahmat Raza,Raza Fakhir,Ho. No.738 s no.19  Kotlia Haripur,27-11-76,A level,14-8-95,A,C
313,Feroza Jabbar Kharasani,Jabbar Kharasani,H No. 53 street no. 82 Durre PESHAWAR,1-7-76,HSSC,17-8-95,A,C
314,Chodhary Mazhar Ansary,Rayyan Ansary,house #  599 St. no. 77 Officers coloney peshawar,1-8-75,FSc,21-8-95,A,C
315,Khurshid Karam Laghari,Najum Abdus Sammi Laghari,h#  914 St. #  72 Surahi bazar Mardan,3-4-75,A-Level,24-8-95,A,C
316,Farhana Bhatti,Sheikh Rashid Bhatti,House #  228 s#  68 Khybar road peshawar,3-12-75,FSc,27-8-95,A,C
317,Ali Immad,Immad Munnawar,H#  775 Street No. 31 Mitran walia Attock,5-1-75,A-Level,1-8-95,A,C
318,Hina Jan,Jan Aftab,ho. #  89 street #  26 Deinga Gilgit,7-9-77,Fsc,5-8-95,A,C
319,Zulqur nain Shan Shah,Viqar-ul-Islam Shah,House No.404 S# 22  Bara market Peshawar,8-6-77,F.Sc.,8-8-95,A,C
320,Mirza Rashid Pasha,Zil-e-Ali Alam Pasha,Ho. # 719 S# 17  Kamalia Mansehra,10-6-77,Fsc,11-8-95,A,C
321,Rukshanda Mouhammed Daud Abbasi,Mouhammed Daud Abbasi,house no.265 Street # 80  Durre Peshawar,10-3-77,F.Sc.,14-8-95,A,C
322,Mohammed Alam Durrani,Ch. Abdul Qadir Durrani,h no.580 s no.76  Officers coloney PESHAWAR,12-11-76,HSSC,18-8-95,A,C
323,Gul Ghulam Yasin,Ghulam Yasin Mustamsir,Ho. No.894 s no.71  Kumria Haripur,12-11-76,A level,21-8-95,A,C
324,Roshan Gondal,Shaukat Gondal,H No.441 St. no.66  Khybar road PESHAWAR,14-8-76,HSSC,24-8-95,A,C
325,Nadeem Abdul Qadeer,Abdul Qadeer Abdul Malik,Ho. no. 755 St. #  30 Bunkhar gali Abbotabad,15-4-76,A level,27-8-95,A,C
326,Mohammed Adul Qudoos Sehti,Qaisar Sehti,h#  70 S No. 25 Officers coloney PSH,17-5-75,A-Level,2-8-95,A,C
327,Nazima Haqqie,Yasin Rohail Haqqie,House #  617 Street No. 20 Muzafar shah Hasanabdal,17-1-75,FSc,5-8-95,A,C
328,Nawabzada Javed Baig,Nawabzada Abdul Qadir Baig,H#  931 street #  84 Khybar road PSH,19-9-75,A-Level,8-8-95,A,C
329,Qudoos Mudassir Chatta,Mouhammed Abdul kareem Chatta,house #  246 st. #  79 Durre peshawar,21-10-75,FSc,11-8-95,A,C
330,Aslam Zahid,Zahid Shaukat,House No. 792 S#  74 Mandi Sawat,21-6-77,F.Sc.,15-8-95,A,C
331,Osman Furqan Khan,Jamil Khan,Ho. # 107 Street # 69  Bara market psh,24-3-77,Fsc,18-8-95,A,C
332,Kaneez Jaffery,Salman Qutab-ud-Din Jaffery,house no.422 Street # 33  Karki Gilgit,24-3-77,F.Sc.,21-8-95,A,C
333,Malik Abdus Sammi Khan,Raza Salman Khan,h no.968 s no.28  Mitthian Abbotabad,26-11-76,HSSC,25-8-95,A,C
334,Muhammad Kashif Minhas,Sh. Mumtaz Minhas,Ho. No.283 St. no.23  Officers coloney Psh,26-8-76,A level,28-8-95,A,C
335,Khola Ghulam Mustafa,Ghulam Mustafa Aun,H No.597 St. no.19  Saat meel Noshera,28-8-76,HSSC,2-8-95,A,C
336,Zeeshan Minhas,Mazhar Minhas,Ho. no.144 S No.82  Khybar road Psh,28-5-76,A level,5-8-95,A,C
337,Jibran Nazeer Sehti,Ubaid Sehti,h#  458 Street No. 77 Air port coloney PSH,2-1-75,A-Level,9-8-95,A,C
338,Amra Haq,Saeed Abdul Wasay Haq,House #  773 Street No. 73 kurang nala Hasanabdal,2-1-75,FSc,12-8-95,A,C
339,Rabbi Awan,Hafiz Arif Awan,H#  88 st. #  68 Bara market PSH,4-10-75,A-Level,15-8-95,A,C
340,Emmad-ud-Din Fakhar,Fakhar Aslam,house #  634 S#  31 Kotlia Mardan,6-6-75,FSc,18-8-95,A,C
341,Faizan Zubair,Zubair Nadeem,House No. 949 street no. 27 Main workshop Sawat,6-7-77,F.Sc.,22-8-95,A,C
342,AAdil Chatta,Najeeb Chatta,Ho. #  263 Street #  22 Officers coloney psh,8-3-77,Fsc,25-8-95,A,C
343,Kishwar Kazmi,Emmad Abdus Sattar Kazmi,house no.810 s no.85  Surahi bazar Gilgit,9-11-77,F.Sc.,28-8-95,A,C
344,Zameer Sammi Qureshi,Amer Firdous Qureshi,ho. # 124 s# 81  Farman block Sawat,11-12-77,Fsc,2-8-95,A,C
345,Latif Kazmi,Raja Aftab Kazmi,Ho. No.439 St. no.76  Air port coloney Psh,11-8-76,A level,6-8-95,A,C
346,Rashda Munnawar,Munnawar Abdul Malik,H No.986 S No.71  Deinga Noshera,13-5-76,HSSC,9-8-95,A,C
347,Muhammad Ahsan Minhas,Rafi Minhas,Ho. no.300 S No.34  Bara market Psh,13-5-76,A level,12-8-95,A,C
348,Ismail Niazi,Yasin Niazi,h#  615 Street No. 30 Afridi block PSH,16-1-75,A-Level,16-8-95,A,C
349,Irum Haq,Ayyaz Daniyal Haq,House #  161 st. #  25 Zikria Hasanabdal,16-10-75,FSc,19-8-95,A,C
350,Abdul Qadir Shakir Awan,Agha Kareem Awan,H#  476 st. #  20 Officers coloney PSH,18-10-75,A-Level,22-8-95,A,C
351,Munir Shan,Shan Shams,house #  790 street no. 84 Kumria Mardan,20-7-75,FSc,25-8-95,A,C
352,Umer Abdul Qadir,Abdul Qadir Jamil,House No. 337 Street #  79 Nizam pur Sawat,20-3-77,F.Sc.,29-8-95,A,C
353,Tipu Namani,Anwar Namani,Ho. #  652 St. #  74 Air port coloney psh,22-4-77,Fsc,3-8-95,A,C
354,Hala Murtaza Fakhir Kiyyani,Murtaza Fakhir Kiyyani,house no.966 s# 70  Biyaal Gilgit,23-12-77,F.Sc.,6-8-95,A,C
355,Rohail Qureshi,Choudhary Ramzan Qureshi,ho. # 513 St. no.33  Bara market psh,25-8-77,Fsc,9-8-95,A,C
356,Kishwar Khanzada,Raja Shabeer Khanzada,Ho. No.827 street # 28  Afridi block Psh,25-9-76,A level,13-8-95,A,C
357,Fareeha Shakeel,Shakeel Mazhar,H No.142 S No.24  Shehar bazar Noshera,27-5-76,HSSC,16-8-95,A,C
358,Abdus Sammi Siraj Ismaili,Kamran Ismaili,Ho. no.456 St. No.87  Officers coloney Psh,27-2-76,A level,19-8-95,A,C
359,Arsalan Niazi,Saeed Niazi,h no.3 st. # 82  Bara market PESHAWAR,29-10-76,HSSC,22-8-95,A,C
360,Nirma Shuja Jameel Ismaili,Shuja Jameel Ismaili,House #  318 st. #  78 Jamia masjid chowk Hasanabdal,1-10-75,FSc,26-8-95,A,C
361,Ch. Sahir Paracha,Mohammad Masud Paracha,H#  632 street no. 73 Air port coloney PSH,3-7-75,A-Level,29-8-95,A,C
362,Ejaz Kabir,Kabir Zabir,house #  179 Street #  36 Afangi block Mardan,5-3-75,FSc,3-8-95,A,C
363,Abdus Sammi Zulqur nain,Zulqur nain Najeeb,House No. 493 St. #  32 Mutian wala Sawat,5-4-77,F.Sc.,7-8-95,A,C
364,Mirza Salman Namani,AAqil Namani,Ho. #  808 s#  27 Afridi block psh,7-12-77,Fsc,10-8-95,A,C
365,Kanwal Sherazi,Amer Emmad Sherazi,house no. 354 St. no. 22 Shah malung Gilgit,7-8-77,F.Sc.,13-8-95,A,C
366,Emmad Zaidi,Mirza Badar Zaidi,ho. # 669 street # 85  Officers coloney psh,10-9-77,Fsc,16-8-95,A,C
367,Agha Imtiaz Khanzada,Mohammed Abdur Raziq Khanzada,Ho. No.984 S No.81  University coloney Psh,10-5-76,A level,20-8-95,A,C
368,Sehar Farman,Farman Rafi,H No.530 St. No.76  Akbar masjid Noshera,12-2-76,HSSC,23-8-95,A,C
369,Ghazanfar Malik Khanzada,Zulfiqar Khanzada,Ho. no.845 St. No.71  Air port coloney Psh,12-2-76,A level,26-8-95,A,C
370,Momin Hussaini,Ayyaz Mumtaz Hussaini,h no.159 st. # 35  Jaamia Masjid road Haripur,14-10-76,HSSC,29-8-95,A,C
