SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
600,Asia Chohan,Sheik Abid Chohan,1,H# 447 St. # 5  Zikria Melsi,14-Apr-80,26-Aug-04,A,I,M.Phil
601,Sikandar Rahmat,Rahmat Fakhir,0,ho. # 762 s# 0  Landi Dera Ismail Khan,16-Dec-82,1-Aug-04,A,I,MSc
602,Fariha Safi,Safi Sattar,1,House No.77 street # 95  Taj abad Gujrat,16-Sep-82,4-Aug-04,A,I,BS
603,Nazar Nazar Jaffery,Rayyan Jaffery,0,Ho. # 623 street # 59  Nizam pur Faisalabad,18-Sep-82,7-Aug-04,A,I,MSc
604,Mohammad Rehan Khattak,Najum Annan Khattak,0,Ho. no.938 S# 54  Jalsa gha Bhawalpur,18-Jun-81,11-Aug-04,A,I,M.Sc
605,Sofia Ansari,Choudhary Rashid Ansari,1,h no. 252 St. No. 49 Karnianwala Jehlum,21-Feb-81,14-Aug-04,A,I,MS
606,Sarwar Chatta,Muhammad Arif Chatta,0,Ho. No. 799 St. No. 45 Karimabad Abdul Hakim,23-Feb-81,17-Aug-04,A,I,M.Sc
607,Faisal Najeeb,Najeeb Sattar,0,H No. 113 s no. 8 Karkhana road D.G. Khan,23-Nov-81,20-Aug-04,A,I,MS
608,Sonia Namani,Nadeem Namani,1,house #  428 street no. 3 Garrizon Multan,25-Jul-80,24-Aug-04,A,I,BE
609,Sageer Kazmi,Najam Kazmi,0,h#  743 St. #  99 Ramzania LalaMusa,25-Apr-80,27-Aug-04,A,I,M.Phil
610,Shujaat Qureshi,Emmad Asfar Qureshi,0,House #  289 St. #  94 Bara bazar Sialkot,27-Apr-80,1-Aug-04,A,I,BE
611,Farhana Kazmi,Sahibzada Munnawar Kazmi,1,H# 604 s# 57  Jamia masjid chowk Bhawalpur,28-Dec-80,4-Aug-04,A,I,M.Phil
612,Viqar-ul-Islam Rehmat,Rehmat Aftab,0,ho. # 918 street # 53  Niazi town Kharian,1-Sep-82,8-Aug-04,A,I,MSc
613,Fatima Rafi,Rafi Waqar,1,House No.465 street # 48  Shuakat coloney Bahawalpur,1-Sep-82,11-Aug-04,A,I,BS
614,Mohammad Barkat Niazi,Qaisar Niazi,0,Ho. # 779 S# 11  Mutian wala Dera ghazi khan,3-Jun-82,14-Aug-04,A,I,MSc
615,Adul Qudoos Masud Haqq,Yasin Sultan Haqq,0,house no.94 St. No.7  Hamdarad road Multan,3-Feb-82,17-Aug-04,A,I,BS
616,Rida Awan,Momd. Ahsan Awan,1,h no.641 St. No.2  Dak ghar Wazirabad,5-Feb-81,21-Aug-04,A,I,MS
617,Kishwar Usman Haqq,Sheikh Abdul kareem Haqq,0,Ho. No. 955 s no. 97 Cement factory coloney Sargodha,8-Nov-81,24-Aug-04,A,I,M.Sc
618,Mustafa Jamal,Jamal Shaukat,0,H No. 270 street no. 61  Pindi Bhatian,8-Jul-81,27-Aug-04,A,I,MS
619,Sitara Jamil Namani,Jamil Namani,1,house #  816 St. no. 56 Mujahid block Shekhopura,10-Aug-80,2-Aug-04,A,I,BE
620,Sheikh Saroor Sherazi,Salman Sherazi,0,h#  131 St. #  51 Bakra mandi Melsi,10-Apr-80,5-Aug-04,A,I,M.Phil
621,Fakhir Annan Qureshi,Murtaza Shaukat Qureshi,0,House #  446 s#  46 Jalabad D.I. Khan,12-Dec-80,8-Aug-04,A,I,BE
622,Manahil Khanzada,Mouhammed Mumtaz Khanzada,1,H# 992 Street No.10  Sherazia coloney Gujrawala,13-Jan-80,11-Aug-04,A,I,M.Phil
623,Abdul kareem Pervaiz,Pervaiz Aun,0,ho. # 307 street # 5  Lohi pura Faisalabad,15-Sep-82,15-Aug-04,A,I,MSc
624,Sundas Salim,Salim Zafar,1,House No.621 S# 0  Pakistan hostel Sahiwal,15-Jun-82,18-Aug-04,A,I,BS
625,Shariq Ismail Hussaini,Ubaid Hussaini,0,Ho. # 168 S# 96  Dhamiyal Kabirwala,17-Jun-82,21-Aug-04,A,I,MSc
626,Muhammad Mustafa Ismaili,Saeed Najam Ismaili,0,house no.482 St. No.59  Dehri Shekhopura,17-Feb-82,24-Aug-04,A,I,BS
627,Aaima Paracha,Sh. Iqbal Paracha,1,h no.797 s no.54  Hospital road D.G. Khan,19-Nov-81,28-Aug-04,A,I,MS
628,Sh. Imtiaz Haqq,Syed Aslam Haqq,0,Ho. No. 112 s no. 50 Cantt. road Dera Ismail Khan,22-Nov-81,2-Aug-04,A,I,M.Sc
629,Sohail Imran,Imran Nadeem,0,H No. 658 St. no. 13 Landi Gujrat,22-Aug-81,5-Aug-04,A,I,MS
630,Riffat Zaidi,Najeeb Zaidi,1,Ho. no. 973 St. #  8 Taj abad Faisalabad,24-Apr-81,8-Aug-04,A,I,M.Sc
631,Yaseen Sherazi,Emmad Jamal Sherazi,0,h#  287 St. #  4 Shakrial Bhawalpur,24-Apr-80,12-Aug-04,A,I,M.Phil
632,Mirza Masroor Zaidi,Amer Ramzan Zaidi,0,House #  834 Street No. 99 Jalsa gha Jehlum,26-Jan-80,15-Aug-04,A,I,BE
633,Zahida Khanzada,Chodhary Malik Khanzada,1,H#  148 street #  62 Karnianwala Abdul Hakim,26-Sep-80,18-Aug-04,A,I,M.Phil
634,Mukhtar Abdul Mannan,Abdul Mannan Abdul Malik,0,house # 463 st. # 58  Karimabad D.G. Khan,29-Oct-80,21-Aug-04,A,I,BE
635,Rizwana Ubaid,Ubaid Qaisar,1,House No.10 S# 53  Factory road Multan,29-Jun-82,25-Aug-04,A,I,BS
636,Viqar-ul-Islam Hussaini,Yasin Hussaini,0,Ho. # 324 Street # 48  Garrizon LalaMusa,2-Mar-82,28-Aug-04,A,I,MSc
637,Ajmal Laghari,Ayyaz Abdul Malik Laghari,0,house no.639 Street # 11  Ramzania Sialkot,2-Mar-82,2-Aug-04,A,I,BS
638,Khola Hussaini,Raja Kareem Hussaini,1,h no.185 s no.7  Pind dadu Pindi Bhatian,4-Nov-81,6-Aug-04,A,I,MS
639,Shams Haque,Momd. Shakir Haque,0,Ho. No.500 St. no.2  Bara qabrustan Kharian,6-Aug-81,9-Aug-04,A,I,M.Sc
640,Anwer Shahzor,Shahzor Jamil,0,H No. 814 St. no. 97 Niazi town Bahawalpur,7-Aug-81,12-Aug-04,A,I,MS
641,Razia Haque,Anwar Haque,1,Ho. no. 361 S No. 61 Shuakat coloney Dera ghazi khan,9-May-81,15-Aug-04,A,I,M.Sc
642,Kabir Adul Qudoos Pasha,Murtaza Abdul Najeeb Pasha,0,h#  676 Street No. 56 Khasra Gujrawala,9-Jan-80,19-Aug-04,A,I,M.Phil
643,Muhammad Obaid Zaidi,Ramzan Adul Qudoos Zaidi,0,House #  990 Street No. 51 Buliyan wali Wazirabad,11-Jan-80,22-Aug-04,A,I,BE
644,Najia Rana Shabeer Butt,Rana Shabeer Butt,1,H#  305 st. #  15 Dak ghar Sargodha,11-Oct-80,25-Aug-04,A,I,M.Phil
645,Kashif Kaleem,Kaleem Firdous,0,house #  851 S#  10 Cement factory coloney Pindi Bhatian,13-Jun-80,28-Aug-04,A,I,BE
646,Tehmina Ubaid Kharasani,Ubaid Kharasani,1,House No.166 street no.5  Chandi bazar Shekhopura,14-Jul-82,3-Aug-04,A,I,BS
647,Nawabzada Rehan Ansary,Saeed Ansary,0,Ho. # 480 Street # 1  Mujahid block Melsi,16-Mar-82,6-Aug-04,A,I,MSc
648,Husain Wajid Kharasani,Shuja Ajmal Kharasani,0,house no.27 s no.64  Bakra mandi D.I. Khan,16-Nov-82,9-Aug-04,A,I,BS
649,Sana Bhatti,Mouhammad Masud Bhatti,1,ho. # 342 s# 59  Jalabad Gujrawala,18-Dec-82,12-Aug-04,A,I,MSc
650,Viqar Laghari,Shk. Zabir Laghari,0,Ho. No.656 St. no.55  Kamra chowk Faisalabad,20-Aug-81,16-Aug-04,A,I,M.Sc
651,Shabi Rasheed,Rasheed Abdul Mannan,0,H No.203 S No.50  Lohi pura Sahiwal,20-May-81,19-Aug-04,A,I,MS
652,Kaneez Fatima AAqil Shah,AAqil Shah,1,Ho. no. 517 S No. 13 Pakistan hostel Kabirwala,23-May-81,22-Aug-04,A,I,M.Sc
653,Ch. Danish Pasha,Amer Nadeem Pasha,0,h#  832 Street No. 8 Basti Abdul Hakim,23-Jan-80,26-Aug-04,A,I,M.Phil
654,Abdul Mujeeb Shah,Badar Fakhar Shah,0,House #  378 st. #  4 Khumar road D.G. Khan,25-Oct-80,29-Aug-04,A,I,BE
655,Gul Butt,Hafiz Abdur Raziq Butt,1,H#  693 st. #  99 Hospital road Dera Ismail Khan,25-Oct-80,3-Aug-04,A,I,M.Phil
656,Ismail Salman,Salman Sageer,0,house #  8 street no. 62 Cantt. road Gujrat,27-Jul-80,6-Aug-04,A,I,BE
657,Amna Durrani,Yasin Durrani,1,House No.554 Street # 58  Kusar coloney Sialkot,28-Mar-82,10-Aug-04,A,I,BS
658,Sheik Sharif Ansary,Ayyaz Ansary,0,Ho. # 869 Street # 53  Bhatta Bhawalpur,1-Mar-82,13-Aug-04,A,I,MSc
659,Haseen Abu Bakr Gondal,Ajmal Jibran Gondal,0,house no.183 s# 48  Shakrial Jehlum,1-Dec-82,16-Aug-04,A,I,BS
660,Razia Ansary,Mohammed Shakir Ansary,1,ho. # 730 St. no.12  Jalsa gha Abdul Hakim,3-Aug-82,19-Aug-04,A,I,MSc
661,Umer Tipo Chohan,Mohammad Sageer Chohan,0,Ho. No.44 street # 7  Sihaal Dera ghazi khan,5-Sep-81,23-Aug-04,A,I,M.Sc
662,Sultan Rashid,Rashid Ghazi,0,H No.359 S No.2  Noorpur Multan,5-May-81,26-Aug-04,A,I,MS
663,Rafia Khan,Rabbi Khan,1,Ho. no. 674 Street No. 66 Factory road LalaMusa,8-Jan-81,29-Aug-04,A,I,M.Sc
664,Sh. Osman Jaffery,Sikandar Khalid Jaffery,0,h no. 220 St. No. 61 Garrizon Sialkot,8-Feb-81,3-Aug-04,A,I,MS
665,Sheharyar Khan,Ijaz Jan Khan,0,House #  535 st. #  56 Nai abadi Pindi Bhatian,10-Oct-80,7-Aug-04,A,I,BE
