Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
2700,Anjum Satti,AAmer Satti,h# 406 street # 8  University coloney PSH,25-9-83,A-Level,11-8-03,A,I
2701,Mirza Soneel Haqqie,Nazir Farman Haqqie,House # 720 st. # 3  Jamia masjid chowk Attock,27-10-83,FSc,14-8-03,A,I
2702,Neha Mirza Farooq Sehti,Mirza Farooq Sehti,house no.35 S# 98  Industrial estate Peshawar,27-6-85,F.Sc.,18-8-03,A,I
2703,M. Nazir Haqqie,Choudhary Safi Haqqie,ho. # 581 Street # 94  Afindi road psh,29-3-85,Fsc,21-8-03,A,I
2704,Ubaid Ahmad,Ahmad Atif,House No.896 Street # 57  Mutian wala Mansehra,29-3-85,F.Sc.,24-8-03,A,I
2705,Zahida Chohan,Sammi Chohan,H No. 211 s no. 52 Lane 3 Khybar road PESHAWAR,3-11-84,HSSC,28-8-03,A,I
2706,Muhammad Abdul Mujeeb Baig,Haroon Baig,Ho. no. 757 St. no. 48 Industrial estate Psh,3-8-84,A level,2-8-03,A,I
2707,Rana Salim Khan,Shams-ul-Islam Zil-e-Ali Khan,h no. 72 St. no. 11 Cement factory coloney Haripur,5-8-84,HSSC,5-8-03,A,I
2708,Ambreen Jaffery,Sheik Arman Jaffery,Ho. No. 386 S No. 6 University coloney Psh,5-5-84,A level,8-8-03,A,I
2709,Amjad Barkat,Barkat Kishwar,H#  701 Street No. 2 Mujahid block Attock,7-1-83,A-Level,12-8-03,A,I
2710,Nadir Ibrahim,Ibrahim Abdullah,house # 247 Street No.97  Bakra mandi Mardan,10-1-83,FSc,15-8-03,A,I
2711,Shamima Faisal Khattak,Faisal Khattak,h# 562 st. # 60  Afindi road PSH,10-10-83,A-Level,18-8-03,A,I
2712,Bulbul Shehzad Minhas,Amjad Abid Minhas,House # 877 S# 55  Sherazia coloney Attock,12-6-83,FSc,21-8-03,A,I
2713,Rafia M. Nazar Sehti,M. Nazar Sehti,house no.423 street no.51  Lane 3 Khybar road Peshawar,12-7-85,F.Sc.,25-8-03,A,I
2714,Muneer Haq,Mirza Usman Haq,ho. # 738 Street # 46  Pakistan hostel Sawat,14-3-85,Fsc,28-8-03,A,I
2715,Syyed Viqar-ul-Islam Kiyyani,Muhammad Kishwar Kiyyani,House No.52 s no.9  Afindi road Peshawar,14-11-85,F.Sc.,2-8-03,A,I
2716,Natalia Ahmed,Ahmed Abdullah,Ho. #  599 s#  5 Dehri Gilgit,17-12-85,Fsc,5-8-03,A,I
2717,Saroor Kazmi,Nabeel Kazmi,Ho. no. 913 St. no. 0 Lane 3 Khybar road Psh,17-8-84,A level,9-8-03,A,I
2718,Agha Iqbal Qureshi,Saaleh Qureshi,h no. 228 S No. 95 Industrial estate PESHAWAR,19-5-84,HSSC,12-8-03,A,I
