SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
400,Muzammil Zamir,Zamir Ayyaz,0,House No. 917 Street #  38 Kachi abadi Gujrat,22-Mar-77,11-Aug-95,A,C,F.Sc.
401,Amna Kiyyani,Kareem Kiyyani,1,H No.231 s no.33  Pakistan hostel Sialkot,25-Nov-76,15-Aug-95,A,C,HSSC
402,Chodhary AAqil Namani,Shakir Mustafa Namani,0,Ho. no.546 s no.29  Dhamiyal Bhawalpur,25-Nov-76,18-Aug-95,A,C,A level
403,Daniyal Kazmi,Jamil Nazir Kazmi,0,h no.92 St. no.24  Dehri Jehlum,27-Aug-76,21-Aug-95,A,C,HSSC
404,Sajida Qureshi,Momd. Anwar Qureshi,1,Ho. No.407 St. # 87  Park road Abdul Hakim,27-Apr-76,24-Aug-95,A,C,A level
405,Shams Farman,Farman Murtaza,0,H# 721 S No.83  Cantt. road Dera ghazi khan,29-May-75,28-Aug-95,A,C,A-Level
406,Sahir Zakir,Zakir Ramzan,0,house # 268 Street No.78  Landi Multan,29-Jan-75,2-Aug-95,A,C,FSc
407,Ayesha Ismaili,Shabeer Ismaili,1,h#  583 street #  41 Taj abad LalaMusa,3-Sep-75,5-Aug-95,A,C,A-Level
408,Abdul Hannan Zamir Niazi,Firdous Babar Niazi,0,House #  897 st. #  37 Nizam pur Sialkot,5-Oct-75,8-Aug-95,A,C,FSc
409,Rafia Haqq,Rana Kamran Haqq,1,house no. 444 S#  32 Jalsa gha Pindi Bhatian,5-Jun-77,12-Aug-95,A,C,F.Sc.
410,Sharif Shehzad Awan,Chodhary Saeed Awan,0,ho. #  758 Street #  27 Karnianwala Kharian,7-Mar-77,15-Aug-95,A,C,Fsc
411,Yaar Muhammad Fakhir,Fakhir Shuja,0,House No. 73 Street #  91 Karimabad Bahawalpur,7-Mar-77,18-Aug-95,A,C,F.Sc.
412,Hajira Masud Sherazi,Masud Sherazi,1,H No. 387 s no. 86 Factory road D.I. Khan,9-Nov-76,22-Aug-95,A,C,HSSC
413,Shakeel Namani,Zabir Abdul Hameed Namani,0,Ho. no.934 St. no.81  Garrizon Gujrawala,10-Aug-76,25-Aug-95,A,C,A level
414,Pervaiz Sikandar Sherazi,Abdul Mannan Shabeer Sherazi,0,h no.249 St. no.77  Ramzania Wazirabad,,28-Aug-95,A,C,HSSC
415,Aaila Qureshi,Shk. AAqil Qureshi,1,Ho. No.563 S No.40  Bara bazar Sargodha,12-May-76,2-Aug-95,A,C,A level
416,Nabeel Ehsan,Ehsan Amer,0,H# 110 Street No.35  Bara qabrustan Kabirwala,14-Jan-75,6-Aug-95,A,C,A-Level
417,Raza Usmani,Badar Usmani,0,house # 424 St. No.30  Niazi town Shekhopura,14-Feb-75,9-Aug-95,A,C,FSc
418,Umber Ismaili,Abdur Raziq Ismaili,1,h#  739 st. #  26 Shuakat coloney Melsi,17-Oct-75,12-Aug-95,A,C,A-Level
419,Ch. Shabi Hussaini,Sageer Qaisar Hussaini,0,House #  285 S#  89 Mutian wala D.I. Khan,19-Jun-75,15-Aug-95,A,C,FSc
420,Umber Ismaili,Hafiz Ghazi Ismaili,1,house no. 600 street no. 84 Buliyan wali Gujrat,19-Jul-77,19-Aug-95,A,C,F.Sc.
421,Nawabzada Waqas Paracha,Nawabzada Ayyaz Paracha,0,ho. #  915 Street #  80 Dak ghar Faisalabad,21-Mar-77,22-Aug-95,A,C,Fsc
422,Karam Illahi Mustafa,Mustafa Ajmal,0,House No. 461 s#  43 Cement factory coloney Sahiwal,21-Dec-77,25-Aug-95,A,C,F.Sc.
423,Aneesa Shakir Paracha,Shakir Paracha,1,Ho. #  776 St. no. 38  Kabirwala,23-Aug-77,28-Aug-95,A,C,Fsc
424,Saleem Zaidi,Rahmat Zahid Zaidi,0,Ho. no.90 St. no.34  Mujahid block Abdul Hakim,24-Aug-76,3-Aug-95,A,C,A level
425,Usman Sherazi,Sarwar Shuja Sherazi,0,h no.637 S No.29  Bakra mandi D.G. Khan,26-May-76,6-Aug-95,A,C,HSSC
