SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
0,Hafiz Viqar-ul-Islam Chohan,Raja Sharif Chohan,0,House #  855 St. #  37 Shuakat coloney Bahawalpur,11-Apr-74,10-Aug-94,A,C,FSc
1,Muazzam Abdul Hameed Shah,Sh. Haseeb Shah,0,H#  169 s#  0 Mutian wala Dera ghazi khan,13-Dec-74,13-Aug-94,A,C,A-Level
2,Babar Abdul Mujeeb,Abdul Mujeeb Anwer,0,ho. #  484 street #  95 Buliyan wali Gujrawala,13-Sep-76,17-Aug-94,A,C,Fsc
3,Muhammad Mudassir Abbasi,Khurram Abbasi,0,House No. 31 street #  91 Dak ghar Wazirabad,15-Sep-76,20-Aug-94,A,C,F.Sc.
4,Hadiqa Durrani,Mahtab Abdus Sattar Durrani,1,Ho. # 345 S# 86  Cement factory coloney Sargodha,16-Jun-76,23-Aug-94,A,C,Fsc
5,Masood Abdul Wasay Jaffery,Farooq Muaz Jaffery,0,house no.660 St. No.49   Pindi Bhatian,18-Feb-76,26-Aug-94,A,C,F.Sc.
6,Momd. Haroon Gondal,Hafiz Shabi Gondal,0,h no.206 St. No.45  Mujahid block Shekhopura,18-Feb-75,1-Aug-94,A,C,HSSC
7,Abida Khurshid,Khurshid Baber,1,Ho. No.521 s no.40  Bakra mandi Melsi,20-Nov-75,4-Aug-94,A,C,A level
8,Abdur Raziq Gondal,Abdus Sammi Gondal,0,H No.835 street no.3  Jalabad D.I. Khan,22-Jul-75,7-Aug-94,A,C,HSSC
9,Syed Emmad-ud-Din Haqqie,Haroon Haqqie,0,house # 382 St. no.98  Kamra chowk Gujrat,22-Aug-74,11-Aug-94,A,C,FSc
10,Malika Sehti,Shams-ul-Islam Daniyal Sehti,1,h#  697 St. #  94 Lohi pura Faisalabad,25-Apr-74,14-Aug-94,A,C,A-Level
11,Asif Haqqie,Mouhammad Arman Haqqie,0,House #  11 Street No. 89 Pakistan hostel Sahiwal,25-Jan-74,17-Aug-94,A,C,FSc
12,Zil-e-Ali Kaleem,Kaleem Danish,0,H#  558 Street No. 52 Dhamiyal Kabirwala,27-Jan-74,20-Aug-94,A,C,A-Level
13,Zamir Jameel,Jameel Inayyat,0,ho. #  872 street #  48 Khumar road Abdul Hakim,27-Sep-76,24-Aug-94,A,C,Fsc
14,Muslim Affan Baig,Muslim Baig,0,House No. 187 S#  43 Hospital road D.G. Khan,29-Jun-76,27-Aug-94,A,C,F.Sc.
15,Saira Sana Ullah Fakhir Khan,Sana Ullah Fakhir Khan,1,Ho. #  501 S#  38 Cantt. road Dera Ismail Khan,29-Jun-76,1-Aug-94,A,C,Fsc
16,Sattar Junaid Jaffery,Nazar Masud Jaffery,0,house no.48 Street # 2  Landi Gujrat,3-Mar-76,4-Aug-94,A,C,F.Sc.
17,Ghani Khan,Agha Adnan Khan,0,h no.363 s no.97  Bhatta Sialkot,3-Nov-75,8-Aug-94,A,C,HSSC
18,Farha Abdur Rasheed,Abdur Rasheed Shan,1,Ho. No.677 s no.92  Shakrial Bhawalpur,5-Nov-75,11-Aug-94,A,C,A level
19,Zabir Khattak,Mudassir Khattak,0,H No.224 St. no.88  Jalsa gha Jehlum,7-Aug-75,14-Aug-94,A,C,HSSC
20,Mirza Zahid Minhas,Alam Minhas,0,Ho. no.538 St. # 51  Karnianwala Abdul Hakim,7-Apr-75,17-Aug-94,A,C,A level
21,Madiha Sehti,Qasim Jameel Sehti,1,h# 853 S No.46  Noorpur Dera ghazi khan,9-May-74,21-Aug-94,A,C,A-Level
22,Amer Shaukat Haq,Choudhary Mujeeb Haq,0,House #  399 Street No. 42 Factory road Multan,10-Jan-74,24-Aug-94,A,C,FSc
23,Ejaz Gul,Gul Shakeel,0,H#  714 street #  5 Garrizon LalaMusa,12-Sep-74,27-Aug-94,A,C,A-Level
24,Moeena Ijaz,Ijaz Khurram,1,house #  29 st. #  0 Ramzania Sialkot,12-Oct-74,1-Aug-94,A,C,FSc
25,Abdul Ahad Kiyyani,Nazir Kiyyani,0,House No. 575 S#  95 Pind dadu Pindi Bhatian,14-Jun-76,5-Aug-94,A,C,F.Sc.
26,Saima Farooq Emmad Chatta,Farooq Emmad Chatta,1,Ho. #  890 Street #  91 Bara qabrustan Kharian,14-Mar-76,8-Aug-94,A,C,Fsc
27,Yaar Muhammad Kiyyani,Aga Safi Kiyyani,0,house no. 204 Street #  54 Niazi town Bahawalpur,16-Mar-76,11-Aug-94,A,C,F.Sc.
28,Zulfiqar Adnan Khan,Mohammad Zulqur nain Khan,0,h no.751 s no.49  Haider road D.I. Khan,17-Nov-75,15-Aug-94,A,C,HSSC
29,Rashda Abdul Najeeb,Abdul Najeeb Abdus Sammi,1,Ho. No.65 St. no.45  Khasra Gujrawala,19-Aug-75,18-Aug-94,A,C,A level
30,Agha Shaheen Khan,Mekail Khan,0,H No.380 St. no.40  Buliyan wali Wazirabad,21-Aug-75,21-Aug-94,A,C,HSSC
31,Shan Ajmal Minhas,Shams-ul-Islam Minhas,0,Ho. no.927 S No.3  Dak ghar Sargodha,21-May-75,24-Aug-94,A,C,A level
32,Zil-e-Huma Akmal Hayyat Niazi,Akmal Hayyat Niazi,1,h# 241 Street No.99  Farooqia Kabirwala,23-Jan-74,28-Aug-94,A,C,A-Level
