Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
2100,Mumtaz Tabraiz Butt,Mohammad Qaisar Butt,house #  813 Street No. 39 Lane 3 Khybar road peshawar,22-1-81,FSc,24-8-01,A,C
2101,Muhammad Nadir Zaidi,Agha Yasin Zaidi,h#  128 st. #  3 Industrial estate PSH,24-10-81,A-Level,27-8-01,A,C
2102,Midhat Pervaiz,Pervaiz Ahsan,House #  442 S#  98 Dhamiyal Hasanabdal,24-6-81,FSc,1-8-01,A,C
2103,Ch. Muzammil Usmani,Kareem Usmani,house no. 989 street no. 93 Jamurd  town Peshawar,26-7-83,F.Sc.,5-8-01,A,C
2104,Bushra Shams Kharasani,Shams Kharasani,ho. # 303 Street # 89  Lane 3 Khybar road psh,27-3-83,Fsc,8-8-01,A,C
2105,Sh. Abdullah Hussaini,Jamil Sheharyar Hussaini,House No.618 s# 52  Cantt. road Sawat,29-12-83,F.Sc.,11-8-01,A,C
2106,Abid Ghazi Laghari,Choudhary Anwar Laghari,Ho. # 165 s# 47  Afindi road psh,29-12-83,Fsc,14-8-01,A,C
2107,Atra Abdul Najeeb,Abdul Najeeb Murtaza,Ho. no.479 St. no.43  Bhatta Noshera,2-8-82,A level,18-8-01,A,C
2108,Khurshid Furqan,Furqan Ramzan,h no.794 S No.38  Shakrial Abbotabad,2-5-82,HSSC,21-8-01,A,C
2109,Immad Pasha,Shabeer Pasha,Ho. No.340 S No.1  Industrial estate Psh,4-5-82,A level,24-8-01,A,C
2110,Zinat Gondal,Rahmat Kalim Gondal,H No. 655 St. No. 97 Karnianwala Noshera,5-2-82,HSSC,27-8-01,A,C
2111,Shahroze Rayyan Ansari,Anwar Hamid Ansari,house #  969 st. #  92 Noorpur Attock,7-10-81,FSc,2-8-01,A,C
2112,Ch. Firdous Gondal,M. Muazzum Gondal,h#  516 st. #  87 Lane 3 Khybar road PSH,9-10-81,A-Level,5-8-01,A,C
2113,Farheen Daud,Daud Ramzan,House #  831 street no. 51 Garrizon Hasanabdal,9-7-81,FSc,8-8-01,A,C
2114,Momd. Rahid Satti,Hayyat Satti,house no. 145 Street #  46 Hayata Abad Peshawar,11-3-83,F.Sc.,12-8-01,A,C
2115,Umme Habiba Firdous Haqqie,Firdous Haqqie,ho. # 692 s# 41  Jamurd  town psh,12-12-83,Fsc,15-8-01,A,C
2116,Inayyat Baig,Sonil Shahid Baig,House No.6 s# 4  Bara qabrustan Sawat,14-12-83,F.Sc.,18-8-01,A,C
2117,Furqan Chohan,Muhammad Saeed Chohan,Ho. # 321 St. no.0  Industrial estate psh,14-8-83,Fsc,21-8-01,A,C
2118,Reema Baig,Sheikh Shuja Baig,Ho. no.635 S No.95  Hayata Abad Psh,16-5-82,A level,25-8-01,A,C
