Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
1500,Akmal Khattak,Tufail Khattak,H No.220 St. No.39  Industrial estate PESHAWAR,19-2-80,HSSC,7-8-99,A,C
1501, Ansari,Muaz Affan Ansari,house # 535 st. # 35  Nai abadi Hasanabdal,19-10-79,FSc,11-8-99,A,C
1502,Abuzar Khattak,Obaid AAmer Khattak,h# 82 S# 30  Pind dadu Attock,21-6-79,A-Level,14-8-99,A,C
1503,Agha Sheharyar Haqqie,Shk. Shakeel Haqqie,House #  396 street no. 93 Lane 3 Khybar road peshawar,24-7-79,FSc,17-8-99,A,C
1504,Mustansar Qudoos,Qudoos Iqbal,house no. 711 Street #  88 Daniyaal town Sawat,24-3-81,F.Sc.,21-8-99,A,C
1505,Adul Qudoos Abdul Basit Haq,Mukhtar Haq,ho. #  257 s#  84 Hayata Abad psh,26-12-81,Fsc,24-8-99,A,C
1506,Shamim Baig,Islam Baig,House No. 572 s#  79 Jamurd  town Peshawar,26-12-81,F.Sc.,27-8-99,A,C
1507,Muhammad Islam Chatta,Shabi Azam Chatta,Ho. #  886 St. no. 42 Buliyan wali Sawat,28-8-81,Fsc,1-8-99,A,C
1508,Javed Baig,Hafiz Immad Baig,Ho. no. 201 S No. 38 Lane 6 Mall road Psh,28-5-80,A level,5-8-99,A,C
1509,Wajiha Tanveer,Tanveer Abdus Sammi,h no.748 S No.33  Farooqia Noshera,2-5-80,HSSC,8-8-99,A,C
1510,Bashir Niaz,Niaz Malik,Ho. No.62 St. No.96  Chandi bazar Abbotabad,2-2-80,A level,11-8-99,A,C
1511,Ch. Abdul Hannan Khan,Viqar Khan,H No.377 st. # 92  Lane 3 Khybar road PESHAWAR,4-10-80,HSSC,14-8-99,A,C
1512,Firdous Minhas,Khurshid Azhar Minhas,house # 923 s no.87  Chittian hattian Hasanabdal,4-11-79,FSc,18-8-99,A,C
1513,Mouhammad Badar Khattak,Mohammed Ghulam Yasin Khattak,h# 238 street no.82  Hayata Abad PSH,6-7-79,A-Level,21-8-99,A,C
1514,Muslim Minhas,Raja Ehsan Minhas,House # 552 Street # 46  Jamurd  town peshawar,8-3-79,FSc,24-8-99,A,C
1515,Anjum Momin,Momin Aqeel,H#  99 St. #  41 Lohi pura Hasanabdal,9-4-79,A-Level,27-8-99,A,C
1516,Azmat Sageer Haq,Arshad Haq,ho. #  414 s#  36 Lane 6 Mall road psh,11-12-81,Fsc,2-8-99,A,C
1517,Kiran Awan,Jameel Awan,House No. 728 street #  32 Hayata Abad Peshawar,11-9-81,F.Sc.,5-8-99,A,C
1518,Rehmat Chatta,Adnan Arif Chatta,Ho. #  275 street #  95 Khumar road Sawat,13-9-81,Fsc,8-8-99,A,C
1519,Ibrahim Islam Kiyyani,Aga Mujtaba Kiyyani,Ho. no. 589 S No. 90 Durre Psh,13-5-80,A level,12-8-99,A,C
1520,Batool AAmer,AAmer Mudassir,h no. 904 St. No. 86 City Road Noshera,15-2-80,HSSC,15-8-99,A,C
1521,Nazir Mujahid,Mujahid Shabir,Ho. No.450 St. No.81  Kusar coloney Abbotabad,16-2-80,A level,18-8-99,A,C
1522,Masroor Sajid Qureshi,Muaz Qureshi,H No.765 s no.44  Jamurd  town PESHAWAR,18-11-80,HSSC,21-8-99,A,C
1523,Iqra Obaid Shaukat Kazmi,Obaid Shaukat Kazmi,house # 80 street no.39  Bunkhar gali Hasanabdal,18-7-79,FSc,25-8-99,A,C
1524,Sheik Mahtab Niazi,Ch. Akram Niazi,h# 394 street no.35  Lane 6 Mall road PSH,20-7-79,A-Level,28-8-99,A,C
1525,Yaseen Atif Minhas,Mohammed Shujaat Minhas,House # 941 St. # 98  Hayata Abad peshawar,22-4-79,FSc,2-8-99,A,C
1526,Khushbakht Sammi,Sammi Masood,H#  255 s#  93 Noorpur Hasanabdal,23-12-79,A-Level,5-8-99,A,C
1527,Javed Ismaili,Amjad Ismaili,ho. #  570 Street No. 89 Durre psh,25-1-81,Fsc,9-8-99,A,C
1528,Imrana Awan,Abdul Mannan Najum Awan,House No. 117 street #  84 Malik abad Gilgit,25-9-81,F.Sc.,12-8-99,A,C
1529,Faizan Haqq,Immad AAqil Haqq,Ho. #  431 S No. 47 Nai abadi Sawat,27-5-81,Fsc,15-8-99,A,C
1530,Mouhammad Sammi Awan,Mohammad AAmir Awan,house no. 746 S#  43 Jamurd  town Peshawar,27-6-81,F.Sc.,18-8-99,A,C
1531,Huda Adul Qudoos,Adul Qudoos Mekail,h no. 292 St. No. 38 Koral Noshera,3-2-80,HSSC,22-8-99,A,C
1532,Shabeer Muazzum,Muazzum Abdur Rahim,Ho. No.607 s no.33  Daniyaal town Abbotabad,1-11-80,A level,25-8-99,A,C
1533,Farman Shams Namani,Akmal Namani,H No.921 s no.97  Hayata Abad PESHAWAR,3-11-80,HSSC,28-8-99,A,C
1534,Zahida Khanzada,Ghulam Yasin Faisal Khanzada,house # 468 street no.92  Byaar Hasanabdal,3-7-79,FSc,3-8-99,A,C
1535,Umar Qureshi,Sahibzada Rabbi Qureshi,h# 783 St. # 87  Durre PSH,5-4-79,A-Level,6-8-99,A,C
1536,Kabir Yasin Khanzada,Mohammed Aqeel Khanzada,House # 97 St. # 83  Lane 6 Mall road peshawar,7-4-79,FSc,9-8-99,A,C
1537,Shehnaz Umar,Umar Sabir,H# 644 Street No.46  Farooqia Hasanabdal,7-1-79,A-Level,12-8-99,A,C
1538,Mouhammad Bakht Ismaili,Haseen Ismaili,ho. #  958 street #  41 Khybar road psh,10-9-81,Fsc,16-8-99,A,C
1539,Fariha Hussaini,Sarwar Abdul Malik Hussaini,House No. 273 street #  36 Saidpur road Gilgit,10-9-81,F.Sc.,19-8-99,A,C
1540,Iqbal Kamran Haqq,Mujtaba Abdul Hannan Haqq,Ho. #  819 S#  0 Chittian hattian Sawat,12-6-81,Fsc,22-8-99,A,C
1541,Abdul Basit Paracha,Sheikh Qutab-ud-Din Paracha,house no. 134 St. No. 95 Hayata Abad Peshawar,12-2-81,F.Sc.,25-8-99,A,C
1542,Abeera Rizwan,Rizwan Shabir,h no. 449 Street #  90 Farman block Noshera,14-3-80,HSSC,29-8-99,A,C
1543,Salman Jabir Sherazi,Shaheen Sherazi,Ho. No. 763 s no. 86 Durre Psh,14-11-80,A level,3-8-99,A,C
1544,Yaseen Zaidi,Qamar Zaidi,H No.310 St. no.49  Lane 6 Mall road PESHAWAR,17-8-80,HSSC,6-8-99,A,C
1545,Rashda Sherazi,Akram Qudoos Sherazi,Ho. no.624 St. no.44  Basti Noshera,17-8-80,A level,9-8-99,A,C
1546,AAqil Ghazanfar Usmani,M. Anjum Usmani,h# 939 St. # 40  Khybar road PSH,19-4-79,A-Level,13-8-99,A,C
1547,Shk. Danish Kharasani,Ch. Masood Kharasani,House # 485 Street No.35  Durre peshawar,21-1-79,FSc,16-8-99,A,C
1548,Tahira Hamid,Hamid Sultan,H# 800 Street No.98  City Road Hasanabdal,21-1-79,A-Level,19-8-99,A,C
1549,Ch. Sameer Laghari,Annan Laghari,ho. # 115 st. # 94  Bara market psh,23-10-81,Fsc,23-8-99,A,C
1550,Kalsoom Rohail Abdul Ahad Hussaini,Rohail Abdul Ahad Hussaini,House No. 661 S#  89 Illyas abad Gilgit,24-6-81,F.Sc.,26-8-99,A,C
1551,Sahibzada Hamid Laghari,AAmir Baber Laghari,Ho. #  976 St. No. 84 Bunkhar gali Sawat,26-2-81,Fsc,29-8-99,A,C
1552,Abdul Rafay Pasha,Syyed Muneer Pasha,house no. 290 Street #  48 Lane 6 Mall road Peshawar,26-3-81,F.Sc.,3-8-99,A,C
1553,Sualeha Ayyaz,Ayyaz Abdur Rahim,h no. 837 s no. 43 Muzafar shah Noshera,28-11-80,HSSC,7-8-99,A,C
